CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. Rating,Count of Rating
Non-Prog,CA315 SACRAMENTO HYUNDAI,Non-Prog,WEA,April 2017,NL,WE,4.5,66
Non-Prog,CA315 SACRAMENTO HYUNDAI,Non-Prog,WEA,May 2017,NL,WE,4.446153846,65
Non-Prog,CA315 SACRAMENTO HYUNDAI,Non-Prog,WEA,June 2017,NL,WE,4.254716981,106
Non-Prog,CA315 SACRAMENTO HYUNDAI,Non-Prog,WEA,July 2017,NL,WE,4.604938272,81
Non-Prog,CA315 SACRAMENTO HYUNDAI,Non-Prog,WEA,August 2017,NL,WE,4.482352941,85
Non-Prog,CA315 SACRAMENTO HYUNDAI,Non-Prog,WEA,September 2017,NL,WE,4.415730337,89
Non-Prog,CA315 SACRAMENTO HYUNDAI,Non-Prog,WEA,October 2017,NL,WE,4.439393939,66
Non-Prog,CA315 SACRAMENTO HYUNDAI,Non-Prog,WEA,November 2017,NL,WE,4.602941176,68
Non-Prog,CA315 SACRAMENTO HYUNDAI,Non-Prog,WEA,December 2017,NL,WE,4.546666667,75
Non-Prog,CA315 SACRAMENTO HYUNDAI,Non-Prog,WEA,January 2018,NL,WE,4.48,100
Non-Prog,CA315 SACRAMENTO HYUNDAI,Non-Prog,WEA,February 2018,NL,WE,4.525773196,97
Non-Prog,CA328 MOMENTUM HYUNDAI,Non-Prog,WEA,February 2017,NL,WE,4.454545455,11
Non-Prog,CA328 MOMENTUM HYUNDAI,Non-Prog,WEA,March 2017,NL,WE,4.384615385,13
Non-Prog,CA328 MOMENTUM HYUNDAI,Non-Prog,WEA,April 2017,NL,WE,4.363636364,11
Non-Prog,CA328 MOMENTUM HYUNDAI,Non-Prog,WEA,May 2017,NL,WE,3.833333333,24
Non-Prog,CA328 MOMENTUM HYUNDAI,Non-Prog,WEA,June 2017,NL,WE,4.181818182,22
Non-Prog,CA328 MOMENTUM HYUNDAI,Non-Prog,WEA,July 2017,NL,WE,4.136363636,22
Non-Prog,CA328 MOMENTUM HYUNDAI,Non-Prog,WEA,August 2017,NL,WE,4.55,20
Non-Prog,CA328 MOMENTUM HYUNDAI,Non-Prog,WEA,September 2017,NL,WE,4.269230769,26
Non-Prog,CA328 MOMENTUM HYUNDAI,Non-Prog,WEA,October 2017,NL,WE,3.222222222,9
Non-Prog,CA328 MOMENTUM HYUNDAI,Non-Prog,WEA,November 2017,NL,WE,4.318181818,22
Non-Prog,CA328 MOMENTUM HYUNDAI,Non-Prog,WEA,December 2017,NL,WE,4.277777778,18
Non-Prog,CA328 MOMENTUM HYUNDAI,Non-Prog,WEA,January 2018,NL,WE,4.4,30
Non-Prog,CA328 MOMENTUM HYUNDAI,Non-Prog,WEA,February 2018,NL,WE,4.772727273,22
Non-Prog,CA332 MERCED HYUNDAI,Non-Prog,WEA,February 2017,NL,WE,4.888888889,9
Non-Prog,CA332 MERCED HYUNDAI,Non-Prog,WEA,March 2017,NL,WE,4.75,12
Non-Prog,CA332 MERCED HYUNDAI,Non-Prog,WEA,April 2017,NL,WE,4.785714286,14
Non-Prog,CA332 MERCED HYUNDAI,Non-Prog,WEA,May 2017,NL,WE,4.789473684,19
Non-Prog,CA332 MERCED HYUNDAI,Non-Prog,WEA,June 2017,NL,WE,4.533333333,15
Non-Prog,CA332 MERCED HYUNDAI,Non-Prog,WEA,July 2017,NL,WE,4.823529412,17
Non-Prog,CA332 MERCED HYUNDAI,Non-Prog,WEA,August 2017,NL,WE,4.4,20
Non-Prog,CA332 MERCED HYUNDAI,Non-Prog,WEA,September 2017,NL,WE,3.857142857,7
Non-Prog,CA332 MERCED HYUNDAI,Non-Prog,WEA,October 2017,NL,WE,4.5,16
Non-Prog,CA332 MERCED HYUNDAI,Non-Prog,WEA,November 2017,NL,WE,4.529411765,17
Non-Prog,CA332 MERCED HYUNDAI,Non-Prog,WEA,December 2017,NL,WE,4.625,8
Non-Prog,CA332 MERCED HYUNDAI,Non-Prog,WEA,January 2018,NL,WE,4.888888889,18
Non-Prog,CA332 MERCED HYUNDAI,Non-Prog,WEA,February 2018,NL,WE,4.904761905,21
Non-Prog,CA339 FOLSOM LAKE HYUNDAI,Non-Prog,WEA,February 2017,NL,WE,4.789915966,119
Non-Prog,CA339 FOLSOM LAKE HYUNDAI,Non-Prog,WEA,March 2017,NL,WE,4.616,125
Non-Prog,CA339 FOLSOM LAKE HYUNDAI,Non-Prog,WEA,April 2017,NL,WE,4.739837398,123
Non-Prog,CA339 FOLSOM LAKE HYUNDAI,Non-Prog,WEA,May 2017,NL,WE,4.776595745,94
Non-Prog,CA339 FOLSOM LAKE HYUNDAI,Non-Prog,WEA,June 2017,NL,WE,4.589743590,117
Non-Prog,CA339 FOLSOM LAKE HYUNDAI,Non-Prog,WEA,July 2017,NL,WE,4.469565217,115
Non-Prog,CA339 FOLSOM LAKE HYUNDAI,Non-Prog,WEA,August 2017,NL,WE,4.559440559,143
Non-Prog,CA339 FOLSOM LAKE HYUNDAI,Non-Prog,WEA,September 2017,NL,WE,4.612612613,111
Non-Prog,CA339 FOLSOM LAKE HYUNDAI,Non-Prog,WEA,October 2017,NL,WE,4.676767677,99
Non-Prog,CA339 FOLSOM LAKE HYUNDAI,Non-Prog,WEA,November 2017,NL,WE,4.590476190,105
Non-Prog,CA339 FOLSOM LAKE HYUNDAI,Non-Prog,WEA,December 2017,NL,WE,4.79,100
Non-Prog,CA339 FOLSOM LAKE HYUNDAI,Non-Prog,WEA,January 2018,NL,WE,4.5625,128
Non-Prog,CA339 FOLSOM LAKE HYUNDAI,Non-Prog,WEA,February 2018,NL,WE,4.636363636,121
Non-Prog,CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,February 2017,NL,WE,4.909090909,22
Non-Prog,CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,March 2017,NL,WE,4.814814815,27
Non-Prog,CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,April 2017,NL,WE,4.727272727,22
Non-Prog,CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,May 2017,NL,WE,4.526315789,38
Non-Prog,CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,June 2017,NL,WE,4.421052632,38
Non-Prog,CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,July 2017,NL,WE,4.290322581,31
Non-Prog,CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,August 2017,NL,WE,4.615384615,52
Non-Prog,CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,September 2017,NL,WE,4.5,36
Non-Prog,CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,October 2017,NL,WE,4.346153846,26
Non-Prog,CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,November 2017,NL,WE,4.6,45
Non-Prog,CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,December 2017,NL,WE,4.622222222,45
Non-Prog,CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,January 2018,NL,WE,4.666666667,51
Non-Prog,CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,February 2018,NL,WE,4.584905660,53
Non-Prog,CA350 STOCKTON HYUNDAI,Non-Prog,WEA,February 2017,NL,WE,4.454545455,33
Non-Prog,CA350 STOCKTON HYUNDAI,Non-Prog,WEA,March 2017,NL,WE,4.388888889,36
Non-Prog,CA350 STOCKTON HYUNDAI,Non-Prog,WEA,April 2017,NL,WE,4.472222222,36
Non-Prog,CA350 STOCKTON HYUNDAI,Non-Prog,WEA,May 2017,NL,WE,4.454545455,33
Non-Prog,CA350 STOCKTON HYUNDAI,Non-Prog,WEA,June 2017,NL,WE,4.44,50
Non-Prog,CA350 STOCKTON HYUNDAI,Non-Prog,WEA,July 2017,NL,WE,3.877192982,57
Non-Prog,CA350 STOCKTON HYUNDAI,Non-Prog,WEA,August 2017,NL,WE,3.888888889,54
Non-Prog,CA350 STOCKTON HYUNDAI,Non-Prog,WEA,September 2017,NL,WE,4.102040816,49
Non-Prog,CA350 STOCKTON HYUNDAI,Non-Prog,WEA,October 2017,NL,WE,4.435897436,39
Non-Prog,CA350 STOCKTON HYUNDAI,Non-Prog,WEA,November 2017,NL,WE,4.428571429,42
Non-Prog,CA350 STOCKTON HYUNDAI,Non-Prog,WEA,December 2017,NL,WE,4.529411765,34
Non-Prog,CA350 STOCKTON HYUNDAI,Non-Prog,WEA,January 2018,NL,WE,4.677419355,62
Non-Prog,CA350 STOCKTON HYUNDAI,Non-Prog,WEA,February 2018,NL,WE,4.566037736,53
Non-Prog,CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,February 2017,NL,WE,4.629629630,27
Non-Prog,CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,March 2017,NL,WE,4.2,20
Non-Prog,CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,April 2017,NL,WE,4.769230769,26
Non-Prog,CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,May 2017,NL,WE,4.482758621,29
Non-Prog,CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,June 2017,NL,WE,4.392857143,28
Non-Prog,CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,July 2017,NL,WE,4.681818182,22
Non-Prog,CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,August 2017,NL,WE,4.074074074,27
Non-Prog,CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,September 2017,NL,WE,4,29
Non-Prog,CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,October 2017,NL,WE,4.107142857,28
Non-Prog,CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,November 2017,NL,WE,4.333333333,27
Non-Prog,CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,December 2017,NL,WE,4.545454545,22
Non-Prog,CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,January 2018,NL,WE,4.581395349,43
Non-Prog,CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,February 2018,NL,WE,4.6,45
Non-Prog,NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,February 2017,NL,WE,4.885245902,61
Non-Prog,NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,March 2017,NL,WE,4.736842105,76
Non-Prog,NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,April 2017,NL,WE,4.728813559,59
Non-Prog,NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,May 2017,NL,WE,4.583333333,60
Non-Prog,NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,June 2017,NL,WE,4.755555556,90
Non-Prog,NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,July 2017,NL,WE,4.363636364,88
Non-Prog,NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,August 2017,NL,WE,4.674698795,83
Non-Prog,NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,September 2017,NL,WE,4.752688172,93
Non-Prog,NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,October 2017,NL,WE,4.692307692,91
Non-Prog,NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,November 2017,NL,WE,4.761904762,63
Non-Prog,NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,December 2017,NL,WE,4.637681159,69
Non-Prog,NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,January 2018,NL,WE,4.830508475,118
Non-Prog,NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,February 2018,NL,WE,4.837606838,117
Non-Prog,NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,February 2017,NL,WE,4.333333333,9
Non-Prog,NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,March 2017,NL,WE,4.8,5
Non-Prog,NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,April 2017,NL,WE,4.833333333,6
Non-Prog,NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,May 2017,NL,WE,4.636363636,11
Non-Prog,NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,August 2017,NL,WE,4.588235294,17
Non-Prog,NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,September 2017,NL,WE,4.6,20
Non-Prog,NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,October 2017,NL,WE,4.466666667,15
Non-Prog,NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,November 2017,NL,WE,4.5,12
Non-Prog,NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,December 2017,NL,WE,4.75,12
Non-Prog,NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,January 2018,NL,WE,3.909090909,22
Non-Prog,NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,February 2018,NL,WE,4.608695652,23
Non-Prog,CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,February 2017,NL,WE,4.555555556,27
Non-Prog,CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,March 2017,NL,WE,4.527777778,36
Non-Prog,CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,April 2017,NL,WE,4.558823529,68
Non-Prog,CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,May 2017,NL,WE,4.712871287,101
Non-Prog,CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,June 2017,NL,WE,4.66,100
Non-Prog,CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,July 2017,NL,WE,4.679389313,131
Non-Prog,CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,August 2017,NL,WE,4.628787879,132
Non-Prog,CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,September 2017,NL,WE,4.603448276,116
Non-Prog,CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,October 2017,NL,WE,4.648648649,111
Non-Prog,CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,November 2017,NL,WE,4.775,80
Non-Prog,CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,December 2017,NL,WE,4.532110092,109
Non-Prog,CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,January 2018,NL,WE,4.730496454,141
Non-Prog,CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,February 2018,NL,WE,4.734693878,98
Non-Prog,CA293 HARDIN HYUNDAI,Non-Prog,WEB,February 2017,NL,WE,4.509433962,53
Non-Prog,CA293 HARDIN HYUNDAI,Non-Prog,WEB,March 2017,NL,WE,4.712121212,66
Non-Prog,CA293 HARDIN HYUNDAI,Non-Prog,WEB,April 2017,NL,WE,4.614457831,83
Non-Prog,CA293 HARDIN HYUNDAI,Non-Prog,WEB,May 2017,NL,WE,4.622222222,90
Non-Prog,CA293 HARDIN HYUNDAI,Non-Prog,WEB,June 2017,NL,WE,4.634146341,82
Non-Prog,CA293 HARDIN HYUNDAI,Non-Prog,WEB,July 2017,NL,WE,4.589743590,78
Non-Prog,CA293 HARDIN HYUNDAI,Non-Prog,WEB,August 2017,NL,WE,4.620689655,29
Non-Prog,CA296 DOWNEY HYUNDAI,Non-Prog,WEB,February 2017,NL,WE,4.756756757,37
Non-Prog,CA296 DOWNEY HYUNDAI,Non-Prog,WEB,March 2017,NL,WE,4.548387097,31
Non-Prog,CA296 DOWNEY HYUNDAI,Non-Prog,WEB,April 2017,NL,WE,4.208333333,24
Non-Prog,CA296 DOWNEY HYUNDAI,Non-Prog,WEB,May 2017,NL,WE,4.566666667,30
Non-Prog,CA296 DOWNEY HYUNDAI,Non-Prog,WEB,June 2017,NL,WE,4.763157895,38
Non-Prog,CA296 DOWNEY HYUNDAI,Non-Prog,WEB,July 2017,NL,WE,4.576271186,59
Non-Prog,CA296 DOWNEY HYUNDAI,Non-Prog,WEB,August 2017,NL,WE,4.566666667,60
Non-Prog,CA296 DOWNEY HYUNDAI,Non-Prog,WEB,September 2017,NL,WE,4.714285714,42
Non-Prog,CA296 DOWNEY HYUNDAI,Non-Prog,WEB,October 2017,NL,WE,4.690909091,55
Non-Prog,CA296 DOWNEY HYUNDAI,Non-Prog,WEB,November 2017,NL,WE,4.606557377,61
Non-Prog,CA296 DOWNEY HYUNDAI,Non-Prog,WEB,December 2017,NL,WE,4.731343284,67
Non-Prog,CA296 DOWNEY HYUNDAI,Non-Prog,WEB,January 2018,NL,WE,4.711711712,111
Non-Prog,CA296 DOWNEY HYUNDAI,Non-Prog,WEB,February 2018,NL,WE,4.734177215,79
Non-Prog,CA303 HARBOR HYUNDAI,Non-Prog,WEB,February 2017,NL,WE,4.71875,64
Non-Prog,CA303 HARBOR HYUNDAI,Non-Prog,WEB,March 2017,NL,WE,4.661764706,68
Non-Prog,CA303 HARBOR HYUNDAI,Non-Prog,WEB,April 2017,NL,WE,4.814285714,70
Non-Prog,CA303 HARBOR HYUNDAI,Non-Prog,WEB,May 2017,NL,WE,4.810810811,111
Non-Prog,CA303 HARBOR HYUNDAI,Non-Prog,WEB,June 2017,NL,WE,4.675213675,117
Non-Prog,CA303 HARBOR HYUNDAI,Non-Prog,WEB,July 2017,NL,WE,4.523255814,86
Non-Prog,CA303 HARBOR HYUNDAI,Non-Prog,WEB,August 2017,NL,WE,4.810526316,95
Non-Prog,CA303 HARBOR HYUNDAI,Non-Prog,WEB,September 2017,NL,WE,4.626086957,115
Non-Prog,CA303 HARBOR HYUNDAI,Non-Prog,WEB,October 2017,NL,WE,4.695035461,141
Non-Prog,CA303 HARBOR HYUNDAI,Non-Prog,WEB,November 2017,NL,WE,4.591836735,98
Non-Prog,CA303 HARBOR HYUNDAI,Non-Prog,WEB,December 2017,NL,WE,4.844660194,103
Non-Prog,CA303 HARBOR HYUNDAI,Non-Prog,WEB,January 2018,NL,WE,4.697674419,129
Non-Prog,CA303 HARBOR HYUNDAI,Non-Prog,WEB,February 2018,NL,WE,4.772151899,79
Non-Prog,CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,February 2017,NL,WE,4.705882353,85
Non-Prog,CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,March 2017,NL,WE,4.691489362,94
Non-Prog,CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,April 2017,NL,WE,4.483870968,62
Non-Prog,CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,May 2017,NL,WE,4.8,35
Non-Prog,CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,February 2017,NL,WE,4.793103448,29
Non-Prog,CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,March 2017,NL,WE,4.833333333,24
Non-Prog,CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,April 2017,NL,WE,4.487804878,41
Non-Prog,CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,May 2017,NL,WE,4.490566038,53
Non-Prog,CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,June 2017,NL,WE,4.677966102,59
Non-Prog,CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,July 2017,NL,WE,4.714285714,70
Non-Prog,CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,August 2017,NL,WE,4.742857143,70
Non-Prog,CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,September 2017,NL,WE,4.516666667,60
Non-Prog,CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,October 2017,NL,WE,4.626666667,75
Non-Prog,CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,November 2017,NL,WE,4.545454545,55
Non-Prog,CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,December 2017,NL,WE,4.666666667,69
Non-Prog,CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,January 2018,NL,WE,4.507462687,67
Non-Prog,CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,February 2018,NL,WE,4.671641791,67
Non-Prog,CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,February 2017,NL,WE,4.220588235,68
Non-Prog,CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,March 2017,NL,WE,4.213333333,75
Non-Prog,CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,April 2017,NL,WE,4.236842105,76
Non-Prog,CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,May 2017,NL,WE,4.414893617,94
Non-Prog,CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,June 2017,NL,WE,4.078014184,141
Non-Prog,CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,July 2017,NL,WE,4.086956522,115
Non-Prog,CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,August 2017,NL,WE,4.390625,128
Non-Prog,CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,September 2017,NL,WE,4.609375,128
Non-Prog,CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,October 2017,NL,WE,4.444444444,117
Non-Prog,CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,November 2017,NL,WE,4.557142857,140
Non-Prog,CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,December 2017,NL,WE,4.540983607,122
Non-Prog,CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,January 2018,NL,WE,4.643678161,174
Non-Prog,CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,February 2018,NL,WE,4.675,160
Non-Prog,CA325 TUSTIN HYUNDAI,Non-Prog,WEB,February 2017,NL,WE,4.826666667,150
Non-Prog,CA325 TUSTIN HYUNDAI,Non-Prog,WEB,March 2017,NL,WE,4.642335766,137
Non-Prog,CA325 TUSTIN HYUNDAI,Non-Prog,WEB,April 2017,NL,WE,4.576,125
Non-Prog,CA325 TUSTIN HYUNDAI,Non-Prog,WEB,May 2017,NL,WE,4.714285714,126
Non-Prog,CA325 TUSTIN HYUNDAI,Non-Prog,WEB,June 2017,NL,WE,4.642045455,176
Non-Prog,CA325 TUSTIN HYUNDAI,Non-Prog,WEB,July 2017,NL,WE,4.541401274,157
Non-Prog,CA325 TUSTIN HYUNDAI,Non-Prog,WEB,August 2017,NL,WE,4.514423077,208
Non-Prog,CA325 TUSTIN HYUNDAI,Non-Prog,WEB,September 2017,NL,WE,4.552486188,181
Non-Prog,CA325 TUSTIN HYUNDAI,Non-Prog,WEB,October 2017,NL,WE,4.478787879,165
Non-Prog,CA325 TUSTIN HYUNDAI,Non-Prog,WEB,November 2017,NL,WE,4.611111111,162
Non-Prog,CA325 TUSTIN HYUNDAI,Non-Prog,WEB,December 2017,NL,WE,4.689655172,145
Non-Prog,CA325 TUSTIN HYUNDAI,Non-Prog,WEB,January 2018,NL,WE,4.631840796,201
Non-Prog,CA325 TUSTIN HYUNDAI,Non-Prog,WEB,February 2018,NL,WE,4.708133971,209
Non-Prog,CA335 SOUTH BAY HYUNDAI,Non-Prog,WEB,February 2017,NL,WE,4.833333333,84
Non-Prog,CA335 SOUTH BAY HYUNDAI,Non-Prog,WEB,March 2017,NL,WE,4.842696629,89
Non-Prog,CA335 SOUTH BAY HYUNDAI,Non-Prog,WEB,April 2017,NL,WE,4.818181818,66
Non-Prog,CA335 SOUTH BAY HYUNDAI,Non-Prog,WEB,May 2017,NL,WE,4.720588235,68
Non-Prog,CA335 SOUTH BAY HYUNDAI,Non-Prog,WEB,June 2017,NL,WE,4.742857143,70
Non-Prog,CA335 SOUTH BAY HYUNDAI,Non-Prog,WEB,July 2017,NL,WE,4.755813953,86
Non-Prog,CA335 SOUTH BAY HYUNDAI,Non-Prog,WEB,August 2017,NL,WE,4.768656716,134
Non-Prog,CA335 SOUTH BAY HYUNDAI,Non-Prog,WEB,September 2017,NL,WE,4.789473684,95
Non-Prog,CA335 SOUTH BAY HYUNDAI,Non-Prog,WEB,October 2017,NL,WE,4.854166667,96
Non-Prog,CA335 SOUTH BAY HYUNDAI,Non-Prog,WEB,November 2017,NL,WE,4.95,40
Non-Prog,CA335 SOUTH BAY HYUNDAI,Non-Prog,WEB,December 2017,NL,WE,4.785714286,98
Non-Prog,CA335 SOUTH BAY HYUNDAI,Non-Prog,WEB,January 2018,NL,WE,4.731481481,108
Non-Prog,CA335 SOUTH BAY HYUNDAI,Non-Prog,WEB,February 2018,NL,WE,4.847328244,131
Non-Prog,CA342 WIN HYUNDAI CARSON,Non-Prog,WEB,February 2017,NL,WE,4.384615385,39
Non-Prog,CA342 WIN HYUNDAI CARSON,Non-Prog,WEB,March 2017,NL,WE,4.365853659,41
Non-Prog,CA342 WIN HYUNDAI CARSON,Non-Prog,WEB,April 2017,NL,WE,4.431818182,44
Non-Prog,CA342 WIN HYUNDAI CARSON,Non-Prog,WEB,May 2017,NL,WE,4.269230769,52
Non-Prog,CA342 WIN HYUNDAI CARSON,Non-Prog,WEB,June 2017,NL,WE,4.354166667,48
Non-Prog,CA342 WIN HYUNDAI CARSON,Non-Prog,WEB,July 2017,NL,WE,4.109090909,55
Non-Prog,CA342 WIN HYUNDAI CARSON,Non-Prog,WEB,August 2017,NL,WE,4.417910448,67
Non-Prog,CA342 WIN HYUNDAI CARSON,Non-Prog,WEB,September 2017,NL,WE,4.633333333,60
Non-Prog,CA342 WIN HYUNDAI CARSON,Non-Prog,WEB,October 2017,NL,WE,4.622222222,45
Non-Prog,CA342 WIN HYUNDAI CARSON,Non-Prog,WEB,November 2017,NL,WE,4.658536585,41
Non-Prog,CA342 WIN HYUNDAI CARSON,Non-Prog,WEB,December 2017,NL,WE,4.581818182,55
Non-Prog,CA342 WIN HYUNDAI CARSON,Non-Prog,WEB,January 2018,NL,WE,4.28,50
Non-Prog,CA342 WIN HYUNDAI CARSON,Non-Prog,WEB,February 2018,NL,WE,4.746268657,67
Non-Prog,CA352 NISSANI BROS HYUNDAI,Non-Prog,WEB,February 2017,NL,WE,4.6,5
Non-Prog,CA352 NISSANI BROS HYUNDAI,Non-Prog,WEB,July 2017,NL,WE,4.015151515,66
Non-Prog,CA352 NISSANI BROS HYUNDAI,Non-Prog,WEB,August 2017,NL,WE,4.525,40
Non-Prog,CA352 NISSANI BROS HYUNDAI,Non-Prog,WEB,September 2017,NL,WE,4.520833333,48
Non-Prog,CA352 NISSANI BROS HYUNDAI,Non-Prog,WEB,October 2017,NL,WE,4.5,56
Non-Prog,CA352 NISSANI BROS HYUNDAI,Non-Prog,WEB,November 2017,NL,WE,4.210526316,38
Non-Prog,CA352 NISSANI BROS HYUNDAI,Non-Prog,WEB,December 2017,NL,WE,3.871794872,39
Non-Prog,CA352 NISSANI BROS HYUNDAI,Non-Prog,WEB,January 2018,NL,WE,4.407407407,54
Non-Prog,CA352 NISSANI BROS HYUNDAI,Non-Prog,WEB,February 2018,NL,WE,4.576271186,59
Non-Prog,CA363 HUNTINGTON BEACH HYUNDAI,Non-Prog,WEB,February 2017,NL,WE,4.552631579,38
Non-Prog,CA363 HUNTINGTON BEACH HYUNDAI,Non-Prog,WEB,March 2017,NL,WE,4.672727273,55
Non-Prog,CA363 HUNTINGTON BEACH HYUNDAI,Non-Prog,WEB,April 2017,NL,WE,4.604651163,43
Non-Prog,CA363 HUNTINGTON BEACH HYUNDAI,Non-Prog,WEB,May 2017,NL,WE,4.739130435,46
Non-Prog,CA363 HUNTINGTON BEACH HYUNDAI,Non-Prog,WEB,June 2017,NL,WE,4.857142857,7
