CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. Rating,Count of Rating
Non-Prog,MN027 INVER GROVE HYUNDAI,Non-Prog,CE7,December 2017,NL,CE,4.530973451,113
Non-Prog,MN027 INVER GROVE HYUNDAI,Non-Prog,CE7,January 2018,NL,CE,4.394495413,109
Non-Prog,MN027 INVER GROVE HYUNDAI,Non-Prog,CE7,February 2018,NL,CE,4.524390244,82
Non-Prog,MN028 ST. CLOUD HYUNDAI,Non-Prog,CE7,December 2017,NL,CE,4.581081081,148
Non-Prog,MN028 ST. CLOUD HYUNDAI,Non-Prog,CE7,January 2018,NL,CE,4.730337079,89
Non-Prog,MN028 ST. CLOUD HYUNDAI,Non-Prog,CE7,February 2018,NL,CE,4.763888889,72
Non-Prog,ND002 DON BESSETTE HYUNDAI,Non-Prog,CE7,February 2017,NL,CE,4.777777778,9
Non-Prog,ND002 DON BESSETTE HYUNDAI,Non-Prog,CE7,March 2017,NL,CE,4.8,10
Non-Prog,ND002 DON BESSETTE HYUNDAI,Non-Prog,CE7,April 2017,NL,CE,4.571428571,14
Non-Prog,ND002 DON BESSETTE HYUNDAI,Non-Prog,CE7,May 2017,NL,CE,4.75,8
Non-Prog,ND002 DON BESSETTE HYUNDAI,Non-Prog,CE7,June 2017,NL,CE,4.846153846,13
Non-Prog,ND002 DON BESSETTE HYUNDAI,Non-Prog,CE7,July 2017,NL,CE,4.111111111,9
Non-Prog,ND002 DON BESSETTE HYUNDAI,Non-Prog,CE7,August 2017,NL,CE,4.619047619,21
Non-Prog,ND002 DON BESSETTE HYUNDAI,Non-Prog,CE7,September 2017,NL,CE,4.733333333,15
Non-Prog,ND002 DON BESSETTE HYUNDAI,Non-Prog,CE7,October 2017,NL,CE,4.142857143,14
Non-Prog,ND002 DON BESSETTE HYUNDAI,Non-Prog,CE7,November 2017,NL,CE,4.555555556,9
Non-Prog,ND002 DON BESSETTE HYUNDAI,Non-Prog,CE7,December 2017,NL,CE,5,5
Non-Prog,ND002 DON BESSETTE HYUNDAI,Non-Prog,CE7,January 2018,NL,CE,4.545454545,11
Non-Prog,ND002 DON BESSETTE HYUNDAI,Non-Prog,CE7,February 2018,NL,CE,4.6,10
Non-Prog,ND006 GATEWAY HYUNDAI,Non-Prog,CE7,February 2017,NL,CE,4.310344828,29
Non-Prog,ND006 GATEWAY HYUNDAI,Non-Prog,CE7,March 2017,NL,CE,4.44,25
Non-Prog,ND006 GATEWAY HYUNDAI,Non-Prog,CE7,April 2017,NL,CE,4.227272727,22
Non-Prog,ND006 GATEWAY HYUNDAI,Non-Prog,CE7,May 2017,NL,CE,4.59375,32
Non-Prog,ND006 GATEWAY HYUNDAI,Non-Prog,CE7,June 2017,NL,CE,4.138888889,36
Non-Prog,ND006 GATEWAY HYUNDAI,Non-Prog,CE7,July 2017,NL,CE,4.588235294,51
Non-Prog,ND006 GATEWAY HYUNDAI,Non-Prog,CE7,August 2017,NL,CE,4.59375,32
Non-Prog,ND006 GATEWAY HYUNDAI,Non-Prog,CE7,September 2017,NL,CE,4.666666667,30
Non-Prog,ND006 GATEWAY HYUNDAI,Non-Prog,CE7,October 2017,NL,CE,4.514285714,35
Non-Prog,ND006 GATEWAY HYUNDAI,Non-Prog,CE7,November 2017,NL,CE,4.515151515,33
Non-Prog,ND006 GATEWAY HYUNDAI,Non-Prog,CE7,December 2017,NL,CE,4.611111111,36
Non-Prog,ND006 GATEWAY HYUNDAI,Non-Prog,CE7,January 2018,NL,CE,4.58,50
Non-Prog,ND006 GATEWAY HYUNDAI,Non-Prog,CE7,February 2018,NL,CE,4.542857143,35
Non-Prog,ND010 EIDE HYUNDAI,Non-Prog,CE7,February 2017,NL,CE,4.615384615,26
Non-Prog,ND010 EIDE HYUNDAI,Non-Prog,CE7,March 2017,NL,CE,4.571428571,21
Non-Prog,ND010 EIDE HYUNDAI,Non-Prog,CE7,April 2017,NL,CE,4.8125,16
Non-Prog,ND010 EIDE HYUNDAI,Non-Prog,CE7,May 2017,NL,CE,4.866666667,15
Non-Prog,ND010 EIDE HYUNDAI,Non-Prog,CE7,June 2017,NL,CE,4.724137931,29
Non-Prog,ND010 EIDE HYUNDAI,Non-Prog,CE7,July 2017,NL,CE,4.875,24
Non-Prog,ND010 EIDE HYUNDAI,Non-Prog,CE7,August 2017,NL,CE,4.692307692,26
Non-Prog,ND010 EIDE HYUNDAI,Non-Prog,CE7,September 2017,NL,CE,4.75,20
Non-Prog,ND010 EIDE HYUNDAI,Non-Prog,CE7,October 2017,NL,CE,4.814814815,27
Non-Prog,ND010 EIDE HYUNDAI,Non-Prog,CE7,November 2017,NL,CE,4.722222222,18
Non-Prog,ND010 EIDE HYUNDAI,Non-Prog,CE7,December 2017,NL,CE,4.8,25
Non-Prog,ND010 EIDE HYUNDAI,Non-Prog,CE7,January 2018,NL,CE,4.647058824,17
Non-Prog,ND010 EIDE HYUNDAI,Non-Prog,CE7,February 2018,NL,CE,4.826086957,23
Non-Prog,ND011 HYUNDAI OF BISMARCK,Non-Prog,CE7,February 2017,NL,CE,4.555555556,18
Non-Prog,ND011 HYUNDAI OF BISMARCK,Non-Prog,CE7,March 2017,NL,CE,4.842105263,19
Non-Prog,ND011 HYUNDAI OF BISMARCK,Non-Prog,CE7,April 2017,NL,CE,4.7,20
Non-Prog,ND011 HYUNDAI OF BISMARCK,Non-Prog,CE7,May 2017,NL,CE,4.681818182,22
Non-Prog,ND011 HYUNDAI OF BISMARCK,Non-Prog,CE7,June 2017,NL,CE,4.966666667,30
Non-Prog,ND011 HYUNDAI OF BISMARCK,Non-Prog,CE7,July 2017,NL,CE,4.827586207,29
Non-Prog,ND011 HYUNDAI OF BISMARCK,Non-Prog,CE7,August 2017,NL,CE,4.833333333,30
Non-Prog,ND011 HYUNDAI OF BISMARCK,Non-Prog,CE7,September 2017,NL,CE,4.730769231,26
Non-Prog,ND011 HYUNDAI OF BISMARCK,Non-Prog,CE7,October 2017,NL,CE,4.708333333,24
Non-Prog,ND011 HYUNDAI OF BISMARCK,Non-Prog,CE7,November 2017,NL,CE,4.9375,16
Non-Prog,ND011 HYUNDAI OF BISMARCK,Non-Prog,CE7,December 2017,NL,CE,4.739130435,23
Non-Prog,ND011 HYUNDAI OF BISMARCK,Non-Prog,CE7,January 2018,NL,CE,4.851851852,27
Non-Prog,ND011 HYUNDAI OF BISMARCK,Non-Prog,CE7,February 2018,NL,CE,4.789473684,19
Non-Prog,OH022 TOM AHL HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,5,11
Non-Prog,OH022 TOM AHL HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,4.928571429,14
Non-Prog,OH022 TOM AHL HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,4.041666667,24
Non-Prog,OH022 TOM AHL HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,4.809523810,21
Non-Prog,OH022 TOM AHL HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,4.625,16
Non-Prog,OH022 TOM AHL HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,4.689655172,29
Non-Prog,OH022 TOM AHL HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,4.606060606,33
Non-Prog,OH022 TOM AHL HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,4.578947368,19
Non-Prog,OH022 TOM AHL HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,4.72,25
Non-Prog,OH022 TOM AHL HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,4.666666667,18
Non-Prog,OH022 TOM AHL HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,4.5,12
Non-Prog,OH022 TOM AHL HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,4.821428571,28
Non-Prog,OH022 TOM AHL HYUNDAI,Non-Prog,CE8,February 2018,NL,CE,4.75,20
Non-Prog,OH027 DENNIS HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,4.681318681,91
Non-Prog,OH027 DENNIS HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,4.723076923,130
Non-Prog,OH027 DENNIS HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,4.723404255,94
Non-Prog,OH027 DENNIS HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,4.678899083,109
Non-Prog,OH027 DENNIS HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,4.6484375,128
Non-Prog,OH027 DENNIS HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,4.720930233,86
Non-Prog,OH027 DENNIS HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,4.669491525,118
Non-Prog,OH027 DENNIS HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,4.773809524,84
Non-Prog,OH027 DENNIS HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,4.714285714,84
Non-Prog,OH027 DENNIS HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,4.804597701,87
Non-Prog,OH027 DENNIS HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,4.67,100
Non-Prog,OH027 DENNIS HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,4.790476190,105
Non-Prog,OH027 DENNIS HYUNDAI,Non-Prog,CE8,February 2018,NL,CE,4.806818182,88
Non-Prog,OH037 RICART HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,4.313253012,83
Non-Prog,OH037 RICART HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,4.731481481,108
Non-Prog,OH037 RICART HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,4.684931507,73
Non-Prog,OH037 RICART HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,4.626262626,99
Non-Prog,OH037 RICART HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,4.573770492,122
Non-Prog,OH037 RICART HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,4.663934426,122
Non-Prog,OH037 RICART HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,4.506756757,148
Non-Prog,OH037 RICART HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,4.473684211,133
Non-Prog,OH037 RICART HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,4.8,145
Non-Prog,OH037 RICART HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,4.640625,128
Non-Prog,OH037 RICART HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,4.776923077,130
Non-Prog,OH037 RICART HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,4.588709677,124
Non-Prog,OH037 RICART HYUNDAI,Non-Prog,CE8,February 2018,NL,CE,4.774193548,124
Non-Prog,OH042 HATFIELD HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,4.805309735,113
Non-Prog,OH042 HATFIELD HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,4.636363636,132
Non-Prog,OH042 HATFIELD HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,4.648936170,94
Non-Prog,OH042 HATFIELD HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,4.663366337,101
Non-Prog,OH042 HATFIELD HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,4.700729927,137
Non-Prog,OH042 HATFIELD HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,4.705035971,139
Non-Prog,OH042 HATFIELD HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,4.725146199,171
Non-Prog,OH042 HATFIELD HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,4.721153846,104
Non-Prog,OH042 HATFIELD HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,4.507936508,126
Non-Prog,OH042 HATFIELD HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,4.650406504,123
Non-Prog,OH042 HATFIELD HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,4.78125,128
Non-Prog,OH042 HATFIELD HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,4.598591549,142
Non-Prog,OH042 HATFIELD HYUNDAI,Non-Prog,CE8,February 2018,NL,CE,4.788461538,104
Non-Prog,OH045 VOSS HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,4.64,50
Non-Prog,OH045 VOSS HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,4.78125,96
Non-Prog,OH045 VOSS HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,4.676190476,105
Non-Prog,OH045 VOSS HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,4.784482759,116
Non-Prog,OH045 VOSS HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,4.725,120
Non-Prog,OH045 VOSS HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,4.650406504,123
Non-Prog,OH045 VOSS HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,4.683823529,136
Non-Prog,OH045 VOSS HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,4.765217391,115
Non-Prog,OH045 VOSS HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,4.784,125
Non-Prog,OH045 VOSS HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,4.690721649,97
Non-Prog,OH045 VOSS HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,4.830357143,112
Non-Prog,OH045 VOSS HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,4.580952381,105
Non-Prog,OH045 VOSS HYUNDAI,Non-Prog,CE8,February 2018,NL,CE,4.825396825,126
Non-Prog,OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,4.428571429,7
Non-Prog,OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,4.545454545,11
Non-Prog,OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,4,22
Non-Prog,OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,4.733333333,30
Non-Prog,OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,4.625,24
Non-Prog,OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,4.25,20
Non-Prog,OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,4.466666667,15
Non-Prog,OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,4.55,20
Non-Prog,OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,4.615384615,26
Non-Prog,OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,4.571428571,21
Non-Prog,OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,4.642857143,14
Non-Prog,OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,4.214285714,28
Non-Prog,OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,February 2018,NL,CE,4.48,25
Non-Prog,OH050 MATHEWS HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,4.9375,32
Non-Prog,OH050 MATHEWS HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,4.740740741,27
Non-Prog,OH050 MATHEWS HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,4.92,25
Non-Prog,OH050 MATHEWS HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,4.814814815,27
Non-Prog,OH050 MATHEWS HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,4.758620690,29
Non-Prog,OH050 MATHEWS HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,4.90625,32
Non-Prog,OH050 MATHEWS HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,4.5,32
Non-Prog,OH050 MATHEWS HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,4.8,25
Non-Prog,OH050 MATHEWS HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,4.9,20
Non-Prog,OH050 MATHEWS HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,4.782608696,23
Non-Prog,OH050 MATHEWS HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,4.647058824,34
Non-Prog,OH050 MATHEWS HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,5,7
Non-Prog,OH050 MATHEWS HYUNDAI,Non-Prog,CE8,February 2018,NL,CE,4.857142857,35
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,February 2017,NL,CE,4.620370370,108
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,March 2017,NL,CE,4.788135593,118
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,April 2017,NL,CE,4.75,104
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,May 2017,NL,CE,4.719008264,121
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,June 2017,NL,CE,4.704761905,105
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,July 2017,NL,CE,4.783018868,106
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,August 2017,NL,CE,4.857142857,126
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,September 2017,NL,CE,4.827586207,116
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,October 2017,NL,CE,4.746031746,126
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,November 2017,NL,CE,4.802259887,177
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,December 2017,NL,CE,4.856,125
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,January 2018,NL,CE,4.730061350,163
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,February 2018,NL,CE,4.809090909,110
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,4.785714286,14
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,4.923076923,13
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,4.428571429,14
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,5,12
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,4.363636364,11
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,4.846153846,13
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,4.615384615,13
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,4.857142857,7
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,4.5,12
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,4.666666667,18
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,4.9375,16
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,4.736842105,19
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,February 2018,NL,CE,4.666666667,21
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,4.836363636,55
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,4.764705882,34
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,4.823529412,17
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,4.947368421,19
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,4.814814815,27
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,4.833333333,48
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,4.755102041,49
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,4.512195122,41
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,4.724137931,29
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,4.678571429,28
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,4.666666667,24
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,4.68,25
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,February 2018,NL,CE,4.315789474,19
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,4.783783784,37
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,4.769230769,26
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,4.638297872,47
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,4.773809524,84
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,4.895238095,105
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,4.891566265,83
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,4.8375,80
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,4.864077670,103
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,4.886363636,88
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,4.774647887,71
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,4.942857143,70
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,4.682352941,85
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,February 2018,NL,CE,4.851351351,74
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,4.65,40
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,4.85,40
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,4.707317073,41
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,4.690476190,42
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,4.818181818,44
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,4.54,50
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,4.677419355,62
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,4.666666667,36
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,4.777777778,45
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,4.895833333,48
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,4.785714286,42
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,4.891304348,46
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,February 2018,NL,CE,4.781818182,55
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,4.733333333,75
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,4.597222222,72
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,4.84,50
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,4.704225352,71
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,4.353658537,82
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,4.661764706,68
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,4.727272727,77
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,4.602564103,78
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,4.739130435,69
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,4.641791045,67
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,4.4125,80
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,4.685393258,89
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,February 2018,NL,CE,4.694444444,72
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,February 2017,NL,CE,4.454545455,11
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,March 2017,NL,CE,4.909090909,11
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,April 2017,NL,CE,4.736842105,19
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,May 2017,NL,CE,4.655172414,29
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,June 2017,NL,CE,4.756097561,41
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,July 2017,NL,CE,4.583333333,24
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,August 2017,NL,CE,4.461538462,26
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,September 2017,NL,CE,4.72,25
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,October 2017,NL,CE,4.782608696,23
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,November 2017,NL,CE,4.709677419,31
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,December 2017,NL,CE,5,23
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,January 2018,NL,CE,4.846153846,26
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,February 2018,NL,CE,4.766666667,30
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,February 2017,NL,CE,4.5,36
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,March 2017,NL,CE,4.659574468,47
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,April 2017,NL,CE,4.875,24
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,May 2017,NL,CE,4.515151515,33
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,June 2017,NL,CE,4.686274510,51
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,July 2017,NL,CE,4.820512821,39
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,August 2017,NL,CE,4.75,40
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,September 2017,NL,CE,4.75,36
