DEALER,DEALER PROGRAM,DIST,Measure Names,"Month, Year of Rpt Month_Cal",NATL,REGION CODE,Dlr Ret %,Brnd Den Ct,Brnd Num Ct
TN030 GOSSETT HYUNDAI,Non-Prog,SC4,Brnd Num Ct,February 2017,NL,SC,0.134754473,,354
TN030 GOSSETT HYUNDAI,Non-Prog,SC4,Brnd Num Ct,March 2017,NL,SC,0.133025759,,346
TN030 GOSSETT HYUNDAI,Non-Prog,SC4,Brnd Num Ct,April 2017,NL,SC,0.137466307,,357
TN030 GOSSETT HYUNDAI,Non-Prog,SC4,Brnd Num Ct,May 2017,NL,SC,0.155172414,,351
TN030 GOSSETT HYUNDAI,Non-Prog,SC4,Brnd Num Ct,June 2017,NL,SC,0.137553732,,352
TN030 GOSSETT HYUNDAI,Non-Prog,SC4,Brnd Num Ct,July 2017,NL,SC,0.136964981,,352
TN030 GOSSETT HYUNDAI,Non-Prog,SC4,Brnd Num Ct,August 2017,NL,SC,0.138037999,,356
TN030 GOSSETT HYUNDAI,Non-Prog,SC4,Brnd Num Ct,September 2017,NL,SC,0.134511914,,350
TN030 GOSSETT HYUNDAI,Non-Prog,SC4,Brnd Num Ct,October 2017,NL,SC,0.142366412,,373
TN030 GOSSETT HYUNDAI,Non-Prog,SC4,Brnd Num Ct,November 2017,NL,SC,0.139525994,,365
TN030 GOSSETT HYUNDAI,Non-Prog,SC4,Brnd Num Ct,December 2017,NL,SC,0.134637082,,358
TN030 GOSSETT HYUNDAI,Non-Prog,SC4,Brnd Num Ct,January 2018,NL,SC,0.129996264,,348
TN030 GOSSETT HYUNDAI,Non-Prog,SC4,Brnd Num Ct,February 2018,NL,SC,0.127150337,,340
TN031 GOSSETT HYUNDAI SOUTH,Non-Prog,SC4,Brnd Num Ct,February 2017,NL,SC,0.127406932,,397
TN031 GOSSETT HYUNDAI SOUTH,Non-Prog,SC4,Brnd Num Ct,March 2017,NL,SC,0.128511463,,398
TN031 GOSSETT HYUNDAI SOUTH,Non-Prog,SC4,Brnd Num Ct,April 2017,NL,SC,0.132424537,,408
TN031 GOSSETT HYUNDAI SOUTH,Non-Prog,SC4,Brnd Num Ct,May 2017,NL,SC,0.132550336,,395
TN031 GOSSETT HYUNDAI SOUTH,Non-Prog,SC4,Brnd Num Ct,June 2017,NL,SC,0.124144673,,381
TN031 GOSSETT HYUNDAI SOUTH,Non-Prog,SC4,Brnd Num Ct,July 2017,NL,SC,0.124675325,,384
TN031 GOSSETT HYUNDAI SOUTH,Non-Prog,SC4,Brnd Num Ct,August 2017,NL,SC,0.125649351,,387
TN031 GOSSETT HYUNDAI SOUTH,Non-Prog,SC4,Brnd Num Ct,September 2017,NL,SC,0.122297515,,379
TN031 GOSSETT HYUNDAI SOUTH,Non-Prog,SC4,Brnd Num Ct,October 2017,NL,SC,0.131173829,,409
TN031 GOSSETT HYUNDAI SOUTH,Non-Prog,SC4,Brnd Num Ct,November 2017,NL,SC,0.125160462,,390
TN031 GOSSETT HYUNDAI SOUTH,Non-Prog,SC4,Brnd Num Ct,December 2017,NL,SC,0.118142145,,379
TN031 GOSSETT HYUNDAI SOUTH,Non-Prog,SC4,Brnd Num Ct,January 2018,NL,SC,0.117939168,,380
TN031 GOSSETT HYUNDAI SOUTH,Non-Prog,SC4,Brnd Num Ct,February 2018,NL,SC,0.121156212,,394
TN049 WOLFCHASE HYUNDAI,Non-Prog,SC4,Brnd Num Ct,February 2017,NL,SC,0.489077274,,1500
TN049 WOLFCHASE HYUNDAI,Non-Prog,SC4,Brnd Num Ct,March 2017,NL,SC,0.478955954,,1468
TN049 WOLFCHASE HYUNDAI,Non-Prog,SC4,Brnd Num Ct,April 2017,NL,SC,0.484848485,,1488
TN049 WOLFCHASE HYUNDAI,Non-Prog,SC4,Brnd Num Ct,May 2017,NL,SC,0.432378223,,1509
TN049 WOLFCHASE HYUNDAI,Non-Prog,SC4,Brnd Num Ct,June 2017,NL,SC,0.479789681,,1460
TN049 WOLFCHASE HYUNDAI,Non-Prog,SC4,Brnd Num Ct,July 2017,NL,SC,0.476888021,,1465
TN049 WOLFCHASE HYUNDAI,Non-Prog,SC4,Brnd Num Ct,August 2017,NL,SC,0.478543563,,1472
TN049 WOLFCHASE HYUNDAI,Non-Prog,SC4,Brnd Num Ct,September 2017,NL,SC,0.481577246,,1490
TN049 WOLFCHASE HYUNDAI,Non-Prog,SC4,Brnd Num Ct,October 2017,NL,SC,0.481086324,,1488
TN049 WOLFCHASE HYUNDAI,Non-Prog,SC4,Brnd Num Ct,November 2017,NL,SC,0.483954619,,1493
TN049 WOLFCHASE HYUNDAI,Non-Prog,SC4,Brnd Num Ct,December 2017,NL,SC,0.478818999,,1492
TN049 WOLFCHASE HYUNDAI,Non-Prog,SC4,Brnd Num Ct,January 2018,NL,SC,0.476297245,,1487
TN049 WOLFCHASE HYUNDAI,Non-Prog,SC4,Brnd Num Ct,February 2018,NL,SC,0.480689435,,1506
AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,Brnd Num Ct,February 2017,NL,SC,0.331025802,,526
AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,Brnd Num Ct,March 2017,NL,SC,0.327848101,,518
AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,Brnd Num Ct,April 2017,NL,SC,0.326764145,,514
AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,Brnd Num Ct,May 2017,NL,SC,0.324168798,,507
AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,Brnd Num Ct,June 2017,NL,SC,0.313863928,,489
AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,Brnd Num Ct,July 2017,NL,SC,0.314990512,,498
AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,Brnd Num Ct,August 2017,NL,SC,0.32,,504
AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,Brnd Num Ct,September 2017,NL,SC,0.318618042,,498
AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,Brnd Num Ct,October 2017,NL,SC,0.316391360,,498
AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,Brnd Num Ct,November 2017,NL,SC,0.312775330,,497
AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,Brnd Num Ct,December 2017,NL,SC,0.305572949,,488
AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,Brnd Num Ct,January 2018,NL,SC,0.306924517,,492
AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,Brnd Num Ct,February 2018,NL,SC,0.309745500,,499
AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,Brnd Num Ct,February 2017,NL,SC,0.397666505,,818
AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,Brnd Num Ct,March 2017,NL,SC,0.391727494,,805
AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,Brnd Num Ct,April 2017,NL,SC,0.396980029,,815
AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,Brnd Num Ct,May 2017,NL,SC,0.402852927,,819
AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,Brnd Num Ct,June 2017,NL,SC,0.396825397,,800
AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,Brnd Num Ct,July 2017,NL,SC,0.394671929,,800
AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,Brnd Num Ct,August 2017,NL,SC,0.404360753,,816
AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,Brnd Num Ct,September 2017,NL,SC,0.409698169,,828
AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,Brnd Num Ct,October 2017,NL,SC,0.409290954,,837
AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,Brnd Num Ct,November 2017,NL,SC,0.395973154,,826
AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,Brnd Num Ct,December 2017,NL,SC,0.405560882,,846
AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,Brnd Num Ct,January 2018,NL,SC,0.405741627,,848
AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,Brnd Num Ct,February 2018,NL,SC,0.402369668,,849
AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,Brnd Num Ct,February 2017,NL,SC,0.395439233,,1526
AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,Brnd Num Ct,March 2017,NL,SC,0.396713615,,1521
AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,Brnd Num Ct,April 2017,NL,SC,0.398480482,,1521
AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,Brnd Num Ct,May 2017,NL,SC,0.397317907,,1511
AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,Brnd Num Ct,June 2017,NL,SC,0.400159320,,1507
AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,Brnd Num Ct,July 2017,NL,SC,0.395849750,,1507
AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,Brnd Num Ct,August 2017,NL,SC,0.397062680,,1514
AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,Brnd Num Ct,September 2017,NL,SC,0.405277045,,1536
AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,Brnd Num Ct,October 2017,NL,SC,0.401369502,,1524
AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,Brnd Num Ct,November 2017,NL,SC,0.396792006,,1509
AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,Brnd Num Ct,December 2017,NL,SC,0.396136544,,1497
AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,Brnd Num Ct,January 2018,NL,SC,0.390653715,,1488
AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,Brnd Num Ct,February 2018,NL,SC,0.385849553,,1467
AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,Brnd Num Ct,February 2017,NL,SC,0.340562720,,1162
AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,Brnd Num Ct,March 2017,NL,SC,0.321637427,,1155
AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,Brnd Num Ct,April 2017,NL,SC,0.309217578,,1154
AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,Brnd Num Ct,May 2017,NL,SC,0.273276904,,1130
AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,Brnd Num Ct,June 2017,NL,SC,0.281234568,,1139
AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,Brnd Num Ct,July 2017,NL,SC,0.294633643,,1142
AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,Brnd Num Ct,August 2017,NL,SC,0.292676703,,1147
AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,Brnd Num Ct,September 2017,NL,SC,0.291039061,,1140
AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,Brnd Num Ct,October 2017,NL,SC,0.291946309,,1131
AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,Brnd Num Ct,November 2017,NL,SC,0.296404019,,1121
AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,Brnd Num Ct,December 2017,NL,SC,0.298259924,,1097
AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,Brnd Num Ct,January 2018,NL,SC,0.296358076,,1066
AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,Brnd Num Ct,February 2018,NL,SC,0.298298573,,1087
AR031 SMART HYUNDAI,Non-Prog,SC5,Brnd Num Ct,February 2017,NL,SC,0.342209073,,347
AR031 SMART HYUNDAI,Non-Prog,SC5,Brnd Num Ct,March 2017,NL,SC,0.345508391,,350
AR031 SMART HYUNDAI,Non-Prog,SC5,Brnd Num Ct,April 2017,NL,SC,0.344521224,,349
AR031 SMART HYUNDAI,Non-Prog,SC5,Brnd Num Ct,May 2017,NL,SC,0.352126607,,356
AR031 SMART HYUNDAI,Non-Prog,SC5,Brnd Num Ct,June 2017,NL,SC,0.348560079,,351
AR031 SMART HYUNDAI,Non-Prog,SC5,Brnd Num Ct,July 2017,NL,SC,0.343842365,,349
AR031 SMART HYUNDAI,Non-Prog,SC5,Brnd Num Ct,August 2017,NL,SC,0.336604514,,343
AR031 SMART HYUNDAI,Non-Prog,SC5,Brnd Num Ct,September 2017,NL,SC,0.345508391,,350
AR031 SMART HYUNDAI,Non-Prog,SC5,Brnd Num Ct,October 2017,NL,SC,0.341246291,,345
AR031 SMART HYUNDAI,Non-Prog,SC5,Brnd Num Ct,November 2017,NL,SC,0.339268051,,343
AR031 SMART HYUNDAI,Non-Prog,SC5,Brnd Num Ct,December 2017,NL,SC,0.338932806,,343
AR031 SMART HYUNDAI,Non-Prog,SC5,Brnd Num Ct,January 2018,NL,SC,0.325735992,,343
AR031 SMART HYUNDAI,Non-Prog,SC5,Brnd Num Ct,February 2018,NL,SC,0.323164919,,339
AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,Brnd Num Ct,February 2017,NL,SC,0.470047651,,1381
AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,Brnd Num Ct,March 2017,NL,SC,0.475963178,,1396
AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,Brnd Num Ct,April 2017,NL,SC,0.484610123,,1417
AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,Brnd Num Ct,May 2017,NL,SC,0.493605254,,1428
AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,Brnd Num Ct,June 2017,NL,SC,0.493934142,,1425
AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,Brnd Num Ct,July 2017,NL,SC,0.486819582,,1422
AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,Brnd Num Ct,August 2017,NL,SC,0.490630324,,1440
AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,Brnd Num Ct,September 2017,NL,SC,0.489969398,,1441
AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,Brnd Num Ct,October 2017,NL,SC,0.480428237,,1436
AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,Brnd Num Ct,November 2017,NL,SC,0.469020653,,1408
AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,Brnd Num Ct,December 2017,NL,SC,0.468510497,,1406
AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,Brnd Num Ct,January 2018,NL,SC,0.471134705,,1420
AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,Brnd Num Ct,February 2018,NL,SC,0.461843409,,1398
AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,Brnd Num Ct,February 2017,NL,SC,0.451433587,,1543
AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,Brnd Num Ct,March 2017,NL,SC,0.447892272,,1530
AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,Brnd Num Ct,April 2017,NL,SC,0.45,,1530
AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,Brnd Num Ct,May 2017,NL,SC,0.452487340,,1519
AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,Brnd Num Ct,June 2017,NL,SC,0.453947368,,1518
AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,Brnd Num Ct,July 2017,NL,SC,0.446094446,,1502
AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,Brnd Num Ct,August 2017,NL,SC,0.451223106,,1531
AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,Brnd Num Ct,September 2017,NL,SC,0.453931925,,1547
AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,Brnd Num Ct,October 2017,NL,SC,0.438946759,,1517
AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,Brnd Num Ct,November 2017,NL,SC,0.431316318,,1504
AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,Brnd Num Ct,December 2017,NL,SC,0.426021877,,1480
AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,Brnd Num Ct,January 2018,NL,SC,0.426597582,,1482
AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,Brnd Num Ct,February 2018,NL,SC,0.427306484,,1496
AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,Brnd Num Ct,February 2017,NL,SC,0.419320966,,1198
AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,Brnd Num Ct,March 2017,NL,SC,0.425569177,,1215
AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,Brnd Num Ct,April 2017,NL,SC,0.429376541,,1219
AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,Brnd Num Ct,May 2017,NL,SC,0.442928930,,1234
AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,Brnd Num Ct,June 2017,NL,SC,0.441374424,,1246
AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,Brnd Num Ct,July 2017,NL,SC,0.439494914,,1253
AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,Brnd Num Ct,August 2017,NL,SC,0.444366934,,1274
AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,Brnd Num Ct,September 2017,NL,SC,0.446756851,,1288
AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,Brnd Num Ct,October 2017,NL,SC,0.442735043,,1295
AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,Brnd Num Ct,November 2017,NL,SC,0.432321855,,1268
AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,Brnd Num Ct,December 2017,NL,SC,0.429738006,,1263
AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,Brnd Num Ct,January 2018,NL,SC,0.420074349,,1243
AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,Brnd Num Ct,February 2018,NL,SC,0.417485598,,1232
AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,Brnd Num Ct,February 2017,NL,SC,0.192851824,,259
AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,Brnd Num Ct,March 2017,NL,SC,0.185682327,,249
AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,Brnd Num Ct,April 2017,NL,SC,0.188721805,,251
AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,Brnd Num Ct,May 2017,NL,SC,0.193181818,,255
AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,Brnd Num Ct,June 2017,NL,SC,0.191666667,,253
AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,Brnd Num Ct,July 2017,NL,SC,0.197129909,,261
AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,Brnd Num Ct,August 2017,NL,SC,0.194506310,,262
AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,Brnd Num Ct,September 2017,NL,SC,0.206193353,,273
AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,Brnd Num Ct,October 2017,NL,SC,0.205377147,,275
AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,Brnd Num Ct,November 2017,NL,SC,0.209043736,,282
AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,Brnd Num Ct,December 2017,NL,SC,0.209737828,,280
AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,Brnd Num Ct,January 2018,NL,SC,0.205377147,,275
AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,Brnd Num Ct,February 2018,NL,SC,0.206432311,,276
MO036 FLETCHER HYUNDAI,Non-Prog,SC5,Brnd Num Ct,February 2017,NL,SC,0.348845731,,952
MO036 FLETCHER HYUNDAI,Non-Prog,SC5,Brnd Num Ct,March 2017,NL,SC,0.344562431,,941
MO036 FLETCHER HYUNDAI,Non-Prog,SC5,Brnd Num Ct,April 2017,NL,SC,0.341000365,,934
MO036 FLETCHER HYUNDAI,Non-Prog,SC5,Brnd Num Ct,May 2017,NL,SC,0.338545455,,931
MO036 FLETCHER HYUNDAI,Non-Prog,SC5,Brnd Num Ct,June 2017,NL,SC,0.330328164,,916
MO036 FLETCHER HYUNDAI,Non-Prog,SC5,Brnd Num Ct,July 2017,NL,SC,0.319179561,,887
MO036 FLETCHER HYUNDAI,Non-Prog,SC5,Brnd Num Ct,August 2017,NL,SC,0.316743690,,891
MO036 FLETCHER HYUNDAI,Non-Prog,SC5,Brnd Num Ct,September 2017,NL,SC,0.321517192,,907
MO036 FLETCHER HYUNDAI,Non-Prog,SC5,Brnd Num Ct,October 2017,NL,SC,0.316713483,,902
MO036 FLETCHER HYUNDAI,Non-Prog,SC5,Brnd Num Ct,November 2017,NL,SC,0.321616872,,915
MO036 FLETCHER HYUNDAI,Non-Prog,SC5,Brnd Num Ct,December 2017,NL,SC,0.308012487,,888
MO036 FLETCHER HYUNDAI,Non-Prog,SC5,Brnd Num Ct,January 2018,NL,SC,0.308089501,,895
MO036 FLETCHER HYUNDAI,Non-Prog,SC5,Brnd Num Ct,February 2018,NL,SC,0.304303279,,891
MO042 RELIABLE HYUNDAI,Non-Prog,SC5,Brnd Num Ct,February 2017,NL,SC,0.340283811,,1175
MO042 RELIABLE HYUNDAI,Non-Prog,SC5,Brnd Num Ct,March 2017,NL,SC,0.349517403,,1195
MO042 RELIABLE HYUNDAI,Non-Prog,SC5,Brnd Num Ct,April 2017,NL,SC,0.351255539,,1189
MO042 RELIABLE HYUNDAI,Non-Prog,SC5,Brnd Num Ct,May 2017,NL,SC,0.361319340,,1205
MO042 RELIABLE HYUNDAI,Non-Prog,SC5,Brnd Num Ct,June 2017,NL,SC,0.357164224,,1194
MO042 RELIABLE HYUNDAI,Non-Prog,SC5,Brnd Num Ct,July 2017,NL,SC,0.357314149,,1192
MO042 RELIABLE HYUNDAI,Non-Prog,SC5,Brnd Num Ct,August 2017,NL,SC,0.355866587,,1195
MO042 RELIABLE HYUNDAI,Non-Prog,SC5,Brnd Num Ct,September 2017,NL,SC,0.361797084,,1216
MO042 RELIABLE HYUNDAI,Non-Prog,SC5,Brnd Num Ct,October 2017,NL,SC,0.369097430,,1235
MO042 RELIABLE HYUNDAI,Non-Prog,SC5,Brnd Num Ct,November 2017,NL,SC,0.371995192,,1238
MO042 RELIABLE HYUNDAI,Non-Prog,SC5,Brnd Num Ct,December 2017,NL,SC,0.369033413,,1237
MO042 RELIABLE HYUNDAI,Non-Prog,SC5,Brnd Num Ct,January 2018,NL,SC,0.371403144,,1252
MO042 RELIABLE HYUNDAI,Non-Prog,SC5,Brnd Num Ct,February 2018,NL,SC,0.375560203,,1257
KS003 HATCHETT HYUNDAI,Non-Prog,SC6,Brnd Num Ct,February 2017,NL,SC,0.515207617,,1948
KS003 HATCHETT HYUNDAI,Non-Prog,SC6,Brnd Num Ct,March 2017,NL,SC,0.517406325,,1947
KS003 HATCHETT HYUNDAI,Non-Prog,SC6,Brnd Num Ct,April 2017,NL,SC,0.514423077,,1926
KS003 HATCHETT HYUNDAI,Non-Prog,SC6,Brnd Num Ct,May 2017,NL,SC,0.513055182,,1906
KS003 HATCHETT HYUNDAI,Non-Prog,SC6,Brnd Num Ct,June 2017,NL,SC,0.512516824,,1904
KS003 HATCHETT HYUNDAI,Non-Prog,SC6,Brnd Num Ct,July 2017,NL,SC,0.514093960,,1915
KS003 HATCHETT HYUNDAI,Non-Prog,SC6,Brnd Num Ct,August 2017,NL,SC,0.520794204,,1941
KS003 HATCHETT HYUNDAI,Non-Prog,SC6,Brnd Num Ct,September 2017,NL,SC,0.518963675,,1943
KS003 HATCHETT HYUNDAI,Non-Prog,SC6,Brnd Num Ct,October 2017,NL,SC,0.516573853,,1948
KS003 HATCHETT HYUNDAI,Non-Prog,SC6,Brnd Num Ct,November 2017,NL,SC,0.512536289,,1942
KS003 HATCHETT HYUNDAI,Non-Prog,SC6,Brnd Num Ct,December 2017,NL,SC,0.508895866,,1945
KS003 HATCHETT HYUNDAI,Non-Prog,SC6,Brnd Num Ct,January 2018,NL,SC,0.506524008,,1941
KS003 HATCHETT HYUNDAI,Non-Prog,SC6,Brnd Num Ct,February 2018,NL,SC,0.498184647,,1921
KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,Brnd Num Ct,February 2017,NL,SC,0.557582074,,2140
KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,Brnd Num Ct,March 2017,NL,SC,0.557762676,,2134
KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,Brnd Num Ct,April 2017,NL,SC,0.563784924,,2139
KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,Brnd Num Ct,May 2017,NL,SC,0.577699973,,2145
KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,Brnd Num Ct,June 2017,NL,SC,0.573643411,,2146
KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,Brnd Num Ct,July 2017,NL,SC,0.573954984,,2142
KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,Brnd Num Ct,August 2017,NL,SC,0.569090421,,2121
KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,Brnd Num Ct,September 2017,NL,SC,0.563733333,,2114
KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,Brnd Num Ct,October 2017,NL,SC,0.563838224,,2133
KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,Brnd Num Ct,November 2017,NL,SC,0.569576720,,2153
KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,Brnd Num Ct,December 2017,NL,SC,0.565355162,,2141
KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,Brnd Num Ct,January 2018,NL,SC,0.563343031,,2130
KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,Brnd Num Ct,February 2018,NL,SC,0.552777047,,2100
KS014 G&G HYUNDAI,Non-Prog,SC6,Brnd Num Ct,February 2017,NL,SC,0.498834499,,214
KS014 G&G HYUNDAI,Non-Prog,SC6,Brnd Num Ct,March 2017,NL,SC,0.490566038,,208
KS014 G&G HYUNDAI,Non-Prog,SC6,Brnd Num Ct,April 2017,NL,SC,0.473933649,,200
KS014 G&G HYUNDAI,Non-Prog,SC6,Brnd Num Ct,May 2017,NL,SC,0.473557692,,197
KS014 G&G HYUNDAI,Non-Prog,SC6,Brnd Num Ct,June 2017,NL,SC,0.485576923,,202
KS014 G&G HYUNDAI,Non-Prog,SC6,Brnd Num Ct,July 2017,NL,SC,0.461352657,,191
KS014 G&G HYUNDAI,Non-Prog,SC6,Brnd Num Ct,August 2017,NL,SC,0.461904762,,194
KS014 G&G HYUNDAI,Non-Prog,SC6,Brnd Num Ct,September 2017,NL,SC,0.447688564,,184
KS014 G&G HYUNDAI,Non-Prog,SC6,Brnd Num Ct,October 2017,NL,SC,0.453883495,,187
KS014 G&G HYUNDAI,Non-Prog,SC6,Brnd Num Ct,November 2017,NL,SC,0.433014354,,181
KS014 G&G HYUNDAI,Non-Prog,SC6,Brnd Num Ct,December 2017,NL,SC,0.424757282,,175
KS014 G&G HYUNDAI,Non-Prog,SC6,Brnd Num Ct,January 2018,NL,SC,0.411057692,,171
