DEALER,DEALER PROGRAM,DIST,Measure Names,"Month, Year of Rpt Month_Cal",NATL,REGION CODE,Dlr Ret %,Brnd Den Ct,Brnd Num Ct
MO035 MUNGENAST HYUNDAI,Non-Prog,CEC,Brnd Den Ct,December 2017,NL,CE,0.672259184,3457,
MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,Brnd Den Ct,February 2017,NL,CE,0.366276877,2651,
MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,Brnd Den Ct,March 2017,NL,CE,0.363362231,2653,
MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,Brnd Den Ct,April 2017,NL,CE,0.363157895,2660,
MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,Brnd Den Ct,May 2017,NL,CE,0.364118092,2642,
MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,Brnd Den Ct,June 2017,NL,CE,0.362546816,2670,
MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,Brnd Den Ct,July 2017,NL,CE,0.361432301,2681,
MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,Brnd Den Ct,August 2017,NL,CE,0.356486586,2721,
MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,Brnd Den Ct,September 2017,NL,CE,0.354850474,2742,
MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,Brnd Den Ct,October 2017,NL,CE,0.360625910,2748,
MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,Brnd Den Ct,November 2017,NL,CE,0.358585859,2772,
MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,Brnd Den Ct,December 2017,NL,CE,0.355539464,2762,
MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,Brnd Den Ct,January 2018,NL,CE,0.356442831,2755,
MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,Brnd Den Ct,February 2018,NL,CE,0.353090909,2750,
MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,Brnd Den Ct,February 2017,NL,CE,0.373731981,1873,
MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,Brnd Den Ct,March 2017,NL,CE,0.374799786,1873,
MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,Brnd Den Ct,April 2017,NL,CE,0.377145923,1864,
MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,Brnd Den Ct,May 2017,NL,CE,0.381847476,1862,
MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,Brnd Den Ct,June 2017,NL,CE,0.377922784,1839,
MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,Brnd Den Ct,July 2017,NL,CE,0.381857686,1841,
MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,Brnd Den Ct,August 2017,NL,CE,0.376616379,1856,
MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,Brnd Den Ct,September 2017,NL,CE,0.379383634,1882,
MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,Brnd Den Ct,October 2017,NL,CE,0.366826156,1881,
MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,Brnd Den Ct,November 2017,NL,CE,0.370192308,1872,
MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,Brnd Den Ct,December 2017,NL,CE,0.368874529,1857,
MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,Brnd Den Ct,January 2018,NL,CE,0.381857686,1841,
MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,Brnd Den Ct,February 2018,NL,CE,0.393640351,1824,
MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,Brnd Den Ct,February 2017,NL,CE,0.325907066,1571,
MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,Brnd Den Ct,March 2017,NL,CE,0.327943079,1546,
MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,Brnd Den Ct,April 2017,NL,CE,0.322033898,1534,
MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,Brnd Den Ct,May 2017,NL,CE,0.329590489,1514,
MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,Brnd Den Ct,June 2017,NL,CE,0.333108564,1483,
MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,Brnd Den Ct,July 2017,NL,CE,0.324067797,1475,
MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,Brnd Den Ct,August 2017,NL,CE,0.328038674,1448,
MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,Brnd Den Ct,September 2017,NL,CE,0.331923890,1419,
MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,Brnd Den Ct,October 2017,NL,CE,0.318344040,1401,
MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,Brnd Den Ct,November 2017,NL,CE,0.313810557,1383,
MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,Brnd Den Ct,December 2017,NL,CE,0.298181818,1375,
MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,Brnd Den Ct,January 2018,NL,CE,0.297297297,1369,
MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,Brnd Den Ct,February 2018,NL,CE,0.301692421,1359,
MO045 JOE MACHENS HYUNDAI,Non-Prog,CEC,Brnd Den Ct,February 2017,NL,CE,0.529631940,3206,
MO045 JOE MACHENS HYUNDAI,Non-Prog,CEC,Brnd Den Ct,March 2017,NL,CE,0.532293292,3205,
MO045 JOE MACHENS HYUNDAI,Non-Prog,CEC,Brnd Den Ct,April 2017,NL,CE,0.527255639,3192,
