CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. TIMELINESS_RATING_SCORE,Count of TIMELINESS_RATING_SCORE
Non-Prog,TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,February 2018,NL,SC,1,2
Non-Prog,TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,January 2018,NL,SC,3.5,2
Non-Prog,TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,February 2018,NL,SC,3.333333333,3
Non-Prog,TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,January 2018,NL,SC,3,2
Non-Prog,TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,February 2018,NL,SC,3,1
Non-Prog,TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,January 2018,NL,SC,3.333333333,3
Non-Prog,TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,February 2018,NL,SC,4,1
Non-Prog,TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,January 2018,NL,SC,3.75,4
Non-Prog,TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,February 2018,NL,SC,3,3
Non-Prog,TX160 TIPTON HYUNDAI,Non-Prog,SCE,February 2018,NL,SC,2,1
Non-Prog,TX167 HYUNDAI OF PHARR,Non-Prog,SCE,January 2018,NL,SC,3.1,10
Non-Prog,TX167 HYUNDAI OF PHARR,Non-Prog,SCE,February 2018,NL,SC,2.846153846,13
Non-Prog,TX179 CAR TOWN HYUNDAI,Non-Prog,SCE,January 2018,NL,SC,3,1
Non-Prog,TX179 CAR TOWN HYUNDAI,Non-Prog,SCE,February 2018,NL,SC,4,2
Donald Barber,MD036 THOMAS HYUNDAI,Prog,SO1,January 2018,NL,SO,3.166666667,6
Donald Barber,MD036 THOMAS HYUNDAI,Prog,SO1,February 2018,NL,SO,2.571428571,7
Donald Barber,MD038 OURISMAN HYUNDAI,Prog,SO1,January 2018,NL,SO,3.294117647,17
Donald Barber,MD038 OURISMAN HYUNDAI,Prog,SO1,February 2018,NL,SO,3.478260870,23
Non-Prog,MD008 THOMPSON HYUNDAI,Non-Prog,SO1,January 2018,NL,SO,2.730769231,26
Non-Prog,MD008 THOMPSON HYUNDAI,Non-Prog,SO1,February 2018,NL,SO,2.75,28
Non-Prog,MD010 MASSEY HYUNDAI,Non-Prog,SO1,January 2018,NL,SO,3.428571429,14
Non-Prog,MD010 MASSEY HYUNDAI,Non-Prog,SO1,February 2018,NL,SO,3.6,10
Non-Prog,MD013 IDEAL HYUNDAI,Non-Prog,SO1,January 2018,NL,SO,3.833333333,6
Non-Prog,MD013 IDEAL HYUNDAI,Non-Prog,SO1,February 2018,NL,SO,3.625,8
Non-Prog,MD021 BEL AIR HYUNDAI,Non-Prog,SO1,January 2018,NL,SO,3.5,34
Non-Prog,MD021 BEL AIR HYUNDAI,Non-Prog,SO1,February 2018,NL,SO,3.368421053,38
Non-Prog,MD022 BOB BELL HYUNDAI,Non-Prog,SO1,January 2018,NL,SO,3.652173913,23
Non-Prog,MD022 BOB BELL HYUNDAI,Non-Prog,SO1,February 2018,NL,SO,3,23
Non-Prog,MD025 POHANKA HYUNDAI OF SALISBURY,Non-Prog,SO1,January 2018,NL,SO,3.142857143,14
Non-Prog,MD025 POHANKA HYUNDAI OF SALISBURY,Non-Prog,SO1,February 2018,NL,SO,3.529411765,17
Non-Prog,MD026 LEN STOLER HYUNDAI,Non-Prog,SO1,January 2018,NL,SO,2.714285714,7
Non-Prog,MD026 LEN STOLER HYUNDAI,Non-Prog,SO1,February 2018,NL,SO,3.7,10
Non-Prog,MD028 ANTWERPEN HYUNDAI,Non-Prog,SO1,January 2018,NL,SO,3.021739130,46
Non-Prog,MD028 ANTWERPEN HYUNDAI,Non-Prog,SO1,February 2018,NL,SO,3.305555556,36
Non-Prog,MD032 ANTWERPEN HYUNDAI COLUMBIA,Non-Prog,SO1,January 2018,NL,SO,3.625,24
Non-Prog,MD032 ANTWERPEN HYUNDAI COLUMBIA,Non-Prog,SO1,February 2018,NL,SO,3.615384615,13
Non-Prog,MD035 PRESTON HYUNDAI,Non-Prog,SO1,January 2018,NL,SO,3.6,5
Non-Prog,MD035 PRESTON HYUNDAI,Non-Prog,SO1,February 2018,NL,SO,3.444444444,9
Non-Prog,MD040 ANNAPOLIS HYUNDAI,Non-Prog,SO1,January 2018,NL,SO,3.5,6
Non-Prog,MD040 ANNAPOLIS HYUNDAI,Non-Prog,SO1,February 2018,NL,SO,2.666666667,3
Non-Prog,MD042 HERITAGE HYUNDAI TOWSON,Non-Prog,SO1,January 2018,NL,SO,2.928571429,42
Non-Prog,MD042 HERITAGE HYUNDAI TOWSON,Non-Prog,SO1,February 2018,NL,SO,3.081081081,37
Donald Barber,MD041 SHEEHY HYUNDAI OF WALDORF,Prog,SO2,January 2018,NL,SO,3.291666667,24
Donald Barber,MD041 SHEEHY HYUNDAI OF WALDORF,Prog,SO2,February 2018,NL,SO,3.333333333,18
Donald Barber,MD043 OURISMAN HYUNDAI OF BOWIE,Prog,SO2,January 2018,NL,SO,2.823529412,34
Donald Barber,MD043 OURISMAN HYUNDAI OF BOWIE,Prog,SO2,February 2018,NL,SO,2.714285714,35
Non-Prog,MD006 POHANKA HYUNDAI,Non-Prog,SO2,January 2018,NL,SO,2.95,20
Non-Prog,MD006 POHANKA HYUNDAI,Non-Prog,SO2,February 2018,NL,SO,2.875,32
Non-Prog,MD017 COLLEGE PARK HYUNDAI,Non-Prog,SO2,January 2018,NL,SO,3,8
Non-Prog,MD017 COLLEGE PARK HYUNDAI,Non-Prog,SO2,February 2018,NL,SO,3.5,4
Non-Prog,MD020 FITZGERALDS LAKEFOREST HYUNDAI,Non-Prog,SO2,January 2018,NL,SO,3,5
Non-Prog,MD020 FITZGERALDS LAKEFOREST HYUNDAI,Non-Prog,SO2,February 2018,NL,SO,2.92,25
Non-Prog,MD030 TEAM HYUNDAI,Non-Prog,SO2,January 2018,NL,SO,3.2,5
Non-Prog,MD030 TEAM HYUNDAI,Non-Prog,SO2,February 2018,NL,SO,4,2
Non-Prog,MD034 FITZGERALD HYUNDAI,Non-Prog,SO2,January 2018,NL,SO,5,1
Non-Prog,MD034 FITZGERALD HYUNDAI,Non-Prog,SO2,February 2018,NL,SO,3.666666667,24
Non-Prog,VA006 FAIRFAX HYUNDAI,Non-Prog,SO2,January 2018,NL,SO,3.083333333,36
Non-Prog,VA006 FAIRFAX HYUNDAI,Non-Prog,SO2,February 2018,NL,SO,3.636363636,22
Non-Prog,VA018 MALLOY HYUNDAI,Non-Prog,SO2,January 2018,NL,SO,3,15
Non-Prog,VA018 MALLOY HYUNDAI,Non-Prog,SO2,February 2018,NL,SO,3.5,8
Non-Prog,VA028 ALEXANDRIA HYUNDAI,Non-Prog,SO2,January 2018,NL,SO,3.25,12
Non-Prog,VA028 ALEXANDRIA HYUNDAI,Non-Prog,SO2,February 2018,NL,SO,2.941176471,17
Non-Prog,VA039 BROWN'S MANASSAS HYUNDAI,Non-Prog,SO2,January 2018,NL,SO,3.625,8
Non-Prog,VA039 BROWN'S MANASSAS HYUNDAI,Non-Prog,SO2,February 2018,NL,SO,3.8125,16
Non-Prog,VA049 BROWN'S LEESBURG HYUNDAI,Non-Prog,SO2,January 2018,NL,SO,3.454545455,11
Non-Prog,VA049 BROWN'S LEESBURG HYUNDAI,Non-Prog,SO2,February 2018,NL,SO,2.888888889,9
Non-Prog,VA051 HYUNDAI OF CHANTILLY,Non-Prog,SO2,January 2018,NL,SO,3.5,16
Non-Prog,VA051 HYUNDAI OF CHANTILLY,Non-Prog,SO2,February 2018,NL,SO,3.592592593,27
Non-Prog,VA052 SAFFORD HYUNDAI OF SPRINGFIELD,Non-Prog,SO2,January 2018,NL,SO,3.266666667,15
Non-Prog,VA052 SAFFORD HYUNDAI OF SPRINGFIELD,Non-Prog,SO2,February 2018,NL,SO,2.666666667,15
Non-Prog,NC062 HALL HYUNDAI ELIZABETH CITY,Non-Prog,SO3,January 2018,NL,SO,4,1
Non-Prog,NC062 HALL HYUNDAI ELIZABETH CITY,Non-Prog,SO3,February 2018,NL,SO,3.25,8
Non-Prog,VA003 PEARSON HYUNDAI,Non-Prog,SO3,January 2018,NL,SO,2.9,20
Non-Prog,VA003 PEARSON HYUNDAI,Non-Prog,SO3,February 2018,NL,SO,3.6,25
Non-Prog,VA004 CHECKERED FLAG HYUNDAI,Non-Prog,SO3,January 2018,NL,SO,3.9,20
Non-Prog,VA004 CHECKERED FLAG HYUNDAI,Non-Prog,SO3,February 2018,NL,SO,3.588235294,17
Non-Prog,VA011 PRICE HYUNDAI CORPORATION,Non-Prog,SO3,January 2018,NL,SO,3.2,5
Non-Prog,VA011 PRICE HYUNDAI CORPORATION,Non-Prog,SO3,February 2018,NL,SO,2.888888889,9
Non-Prog,VA014 POHANKA HYUNDAI OF FREDERICKSB,Non-Prog,SO3,January 2018,NL,SO,2.666666667,21
Non-Prog,VA014 POHANKA HYUNDAI OF FREDERICKSB,Non-Prog,SO3,February 2018,NL,SO,3.473684211,19
Non-Prog,VA024 WEST BROAD HYUNDAI,Non-Prog,SO3,January 2018,NL,SO,3.269230769,26
Non-Prog,VA024 WEST BROAD HYUNDAI,Non-Prog,SO3,February 2018,NL,SO,2.933333333,15
Non-Prog,VA036 COLONIAL HYUNDAI,Non-Prog,SO3,January 2018,NL,SO,3.545454545,22
Non-Prog,VA036 COLONIAL HYUNDAI,Non-Prog,SO3,February 2018,NL,SO,3.111111111,18
Non-Prog,VA043 TYSINGER HYUNDAI,Non-Prog,SO3,January 2018,NL,SO,3.5,16
Non-Prog,VA043 TYSINGER HYUNDAI,Non-Prog,SO3,February 2018,NL,SO,3.277777778,18
Non-Prog,VA044 HALL HYUNDAI CHESAPEAKE,Non-Prog,SO3,January 2018,NL,SO,2.5,6
Non-Prog,VA044 HALL HYUNDAI CHESAPEAKE,Non-Prog,SO3,February 2018,NL,SO,3.36,25
Non-Prog,VA045 PRIORITY HYUNDAI GREENBRIER,Non-Prog,SO3,January 2018,NL,SO,2.828571429,35
Non-Prog,VA045 PRIORITY HYUNDAI GREENBRIER,Non-Prog,SO3,February 2018,NL,SO,3.068181818,44
Non-Prog,VA046 HALL HYUNDAI NEWPORT NEWS,Non-Prog,SO3,January 2018,NL,SO,3.461538462,13
Non-Prog,VA046 HALL HYUNDAI NEWPORT NEWS,Non-Prog,SO3,February 2018,NL,SO,3.111111111,9
Non-Prog,VA047 WILLIAMSBURG HYUNDAI,Non-Prog,SO3,January 2018,NL,SO,3.375,8
Non-Prog,VA047 WILLIAMSBURG HYUNDAI,Non-Prog,SO3,February 2018,NL,SO,3.125,8
Non-Prog,VA012 FIRST TEAM HYUNDAI,Non-Prog,SO4,January 2018,NL,SO,3.75,12
Non-Prog,VA012 FIRST TEAM HYUNDAI,Non-Prog,SO4,February 2018,NL,SO,3.538461538,13
Non-Prog,VA023 HARRISONBURG HYUNDAI,Non-Prog,SO4,January 2018,NL,SO,4.6,5
Non-Prog,VA023 HARRISONBURG HYUNDAI,Non-Prog,SO4,February 2018,NL,SO,4.5,4
Non-Prog,VA029 APPLE VALLEY HYUNDAI,Non-Prog,SO4,January 2018,NL,SO,4,6
Non-Prog,VA029 APPLE VALLEY HYUNDAI,Non-Prog,SO4,February 2018,NL,SO,3.666666667,3
Non-Prog,VA030 DUNCAN HYUNDAI,Non-Prog,SO4,January 2018,NL,SO,4.25,4
Non-Prog,VA030 DUNCAN HYUNDAI,Non-Prog,SO4,February 2018,NL,SO,3,3
Non-Prog,VA031 ROBERT WOODALL HYUNDAI,Non-Prog,SO4,January 2018,NL,SO,2.5,2
Non-Prog,VA031 ROBERT WOODALL HYUNDAI,Non-Prog,SO4,February 2018,NL,SO,3.5,8
Non-Prog,VA048 CRAFT HYUNDAI,Non-Prog,SO4,January 2018,NL,SO,4.5,4
Non-Prog,VA048 CRAFT HYUNDAI,Non-Prog,SO4,February 2018,NL,SO,4.4,5
Non-Prog,VA050 WRIGHT WAY HYUNDAI,Non-Prog,SO4,January 2018,NL,SO,3,4
Non-Prog,VA050 WRIGHT WAY HYUNDAI,Non-Prog,SO4,February 2018,NL,SO,3.5,6
Non-Prog,WV005 DUTCH MILLER HYUNDAI,Non-Prog,SO4,February 2018,NL,SO,2.5,2
Non-Prog,WV006 JOE HOLLAND HYUNDAI,Non-Prog,SO4,January 2018,NL,SO,3.666666667,9
Non-Prog,WV006 JOE HOLLAND HYUNDAI,Non-Prog,SO4,February 2018,NL,SO,4,9
Non-Prog,WV008 SUPERIOR HYUNDAI,Non-Prog,SO4,January 2018,NL,SO,3.666666667,3
Non-Prog,WV008 SUPERIOR HYUNDAI,Non-Prog,SO4,February 2018,NL,SO,3.5,4
Non-Prog,WV014 HYUNDAI OF BECKLEY,Non-Prog,SO4,February 2018,NL,SO,4.25,8
Non-Prog,WV020 PANTILI HYUNDAI,Non-Prog,SO4,January 2018,NL,SO,3.4,5
Non-Prog,WV020 PANTILI HYUNDAI,Non-Prog,SO4,February 2018,NL,SO,4.75,4
Non-Prog,NC008 LEE HYUNDAI,Non-Prog,SO5,January 2018,NL,SO,2.769230769,13
Non-Prog,NC008 LEE HYUNDAI,Non-Prog,SO5,February 2018,NL,SO,3.2,20
Non-Prog,NC015 STEVENSON HYUNDAI,Non-Prog,SO5,January 2018,NL,SO,3.25,4
Non-Prog,NC015 STEVENSON HYUNDAI,Non-Prog,SO5,February 2018,NL,SO,3.666666667,6
Non-Prog,NC018 JOE PECHELES HYUNDAI,Non-Prog,SO5,January 2018,NL,SO,3.428571429,7
Non-Prog,NC018 JOE PECHELES HYUNDAI,Non-Prog,SO5,February 2018,NL,SO,3.857142857,14
Non-Prog,NC027 MEDLIN HYUNDAI,Non-Prog,SO5,January 2018,NL,SO,3,1
Non-Prog,NC027 MEDLIN HYUNDAI,Non-Prog,SO5,February 2018,NL,SO,4.5,2
Non-Prog,NC028 SOUTHERN STATES HYUNDAI,Non-Prog,SO5,January 2018,NL,SO,3.629629630,27
Non-Prog,NC028 SOUTHERN STATES HYUNDAI,Non-Prog,SO5,February 2018,NL,SO,3,31
Non-Prog,NC030 SPORT DURST HYUNDAI,Non-Prog,SO5,January 2018,NL,SO,3.9,10
Non-Prog,NC030 SPORT DURST HYUNDAI,Non-Prog,SO5,February 2018,NL,SO,3.473684211,19
Non-Prog,NC046 PINEHURST HYUNDAI,Non-Prog,SO5,January 2018,NL,SO,3.6,10
Non-Prog,NC046 PINEHURST HYUNDAI,Non-Prog,SO5,February 2018,NL,SO,3.666666667,12
Non-Prog,NC047 JOHNSON HYUNDAI,Non-Prog,SO5,January 2018,NL,SO,2.525,40
Non-Prog,NC047 JOHNSON HYUNDAI,Non-Prog,SO5,February 2018,NL,SO,3.179487179,39
Non-Prog,NC049 PARKWAY HYUNDAI,Non-Prog,SO5,January 2018,NL,SO,3.307692308,26
Non-Prog,NC049 PARKWAY HYUNDAI,Non-Prog,SO5,February 2018,NL,SO,3.578947368,19
Non-Prog,NC057 HYUNDAI OF NEW BERN,Non-Prog,SO5,January 2018,NL,SO,3.909090909,11
Non-Prog,NC057 HYUNDAI OF NEW BERN,Non-Prog,SO5,February 2018,NL,SO,4.5,4
Non-Prog,NC061 LEE HYUNDAI OF GOLDSBORO,Non-Prog,SO5,January 2018,NL,SO,4,3
Non-Prog,NC061 LEE HYUNDAI OF GOLDSBORO,Non-Prog,SO5,February 2018,NL,SO,3.285714286,7
Non-Prog,NC029 PARAMOUNT HYUNDAI,Non-Prog,SO6,January 2018,NL,SO,4,1
Non-Prog,NC029 PARAMOUNT HYUNDAI,Non-Prog,SO6,February 2018,NL,SO,3.4,5
Non-Prog,NC032 BOB KING HYUNDAI,Non-Prog,SO6,January 2018,NL,SO,3.066666667,15
Non-Prog,NC032 BOB KING HYUNDAI,Non-Prog,SO6,February 2018,NL,SO,3.75,12
Non-Prog,NC038 KEFFER HYUNDAI,Non-Prog,SO6,January 2018,NL,SO,3.291666667,24
Non-Prog,NC038 KEFFER HYUNDAI,Non-Prog,SO6,February 2018,NL,SO,2.833333333,24
Non-Prog,NC040 CAROLINA HYUNDAI OF HIGH POINT,Non-Prog,SO6,January 2018,NL,SO,2.857142857,7
Non-Prog,NC040 CAROLINA HYUNDAI OF HIGH POINT,Non-Prog,SO6,February 2018,NL,SO,2.666666667,18
Non-Prog,NC041 KEITH HAWTHORNE HYUNDAI,Non-Prog,SO6,January 2018,NL,SO,2.857142857,14
Non-Prog,NC041 KEITH HAWTHORNE HYUNDAI,Non-Prog,SO6,February 2018,NL,SO,3.375,8
Non-Prog,NC043 PARAMOUNT HYUNDAI OF HICKORY,Non-Prog,SO6,January 2018,NL,SO,3.625,8
Non-Prog,NC043 PARAMOUNT HYUNDAI OF HICKORY,Non-Prog,SO6,February 2018,NL,SO,3.75,8
Non-Prog,NC044 LAKE NORMAN HYUNDAI,Non-Prog,SO6,January 2018,NL,SO,3.733333333,15
Non-Prog,NC044 LAKE NORMAN HYUNDAI,Non-Prog,SO6,February 2018,NL,SO,3.071428571,14
Non-Prog,NC048 MODERN HYUNDAI OF CONCORD,Non-Prog,SO6,January 2018,NL,SO,2.8125,16
Non-Prog,NC048 MODERN HYUNDAI OF CONCORD,Non-Prog,SO6,February 2018,NL,SO,3.444444444,27
Non-Prog,NC053 CRENSHAW HYUNDAI,Non-Prog,SO6,January 2018,NL,SO,2.625,16
Non-Prog,NC053 CRENSHAW HYUNDAI,Non-Prog,SO6,February 2018,NL,SO,3,11
Non-Prog,NC064 SOUTH CHARLOTTE HYUNDAI,Non-Prog,SO6,January 2018,NL,SO,3.357142857,14
Non-Prog,NC064 SOUTH CHARLOTTE HYUNDAI,Non-Prog,SO6,February 2018,NL,SO,3,15
Non-Prog,NC065 BOB MAYBERRY HYUNDAI,Non-Prog,SO6,January 2018,NL,SO,3.333333333,21
Non-Prog,NC065 BOB MAYBERRY HYUNDAI,Non-Prog,SO6,February 2018,NL,SO,3.421052632,19
Non-Prog,NC066 CAPITAL HYUNDAI OF GREENSBORO,Non-Prog,SO6,January 2018,NL,SO,3,3
Non-Prog,NC066 CAPITAL HYUNDAI OF GREENSBORO,Non-Prog,SO6,February 2018,NL,SO,3.470588235,17
Non-Prog,NC067 CLASSIC HYUNDAI OF WILKESBORO,Non-Prog,SO6,January 2018,NL,SO,3,2
Non-Prog,NC067 CLASSIC HYUNDAI OF WILKESBORO,Non-Prog,SO6,February 2018,NL,SO,3.5,2
Non-Prog,SC030 FORT MILL HYUNDAI,Non-Prog,SO6,January 2018,NL,SO,3.5,18
Non-Prog,SC030 FORT MILL HYUNDAI,Non-Prog,SO6,February 2018,NL,SO,3.478260870,23
Non-Prog,GA026 TAYLOR HYUNDAI,Non-Prog,SO7,January 2018,NL,SO,2.916666667,24
Non-Prog,GA026 TAYLOR HYUNDAI,Non-Prog,SO7,February 2018,NL,SO,3.181818182,33
Non-Prog,NC021 HUNTER HYUNDAI,Non-Prog,SO7,January 2018,NL,SO,3.7,10
Non-Prog,NC021 HUNTER HYUNDAI,Non-Prog,SO7,February 2018,NL,SO,3,6
Non-Prog,NC060 HYUNDAI OF ASHEVILLE,Non-Prog,SO7,January 2018,NL,SO,3.5625,16
Non-Prog,NC060 HYUNDAI OF ASHEVILLE,Non-Prog,SO7,February 2018,NL,SO,4.133333333,15
Non-Prog,SC018 MYRTLE BEACH HYUNDAI,Non-Prog,SO7,January 2018,NL,SO,4.05,20
Non-Prog,SC018 MYRTLE BEACH HYUNDAI,Non-Prog,SO7,February 2018,NL,SO,3.681818182,22
Non-Prog,SC027 DICK SMITH HYUNDAI,Non-Prog,SO7,January 2018,NL,SO,3.166666667,18
Non-Prog,SC027 DICK SMITH HYUNDAI,Non-Prog,SO7,February 2018,NL,SO,3.6875,16
Non-Prog,SC034 JIM HUDSON HYUNDAI,Non-Prog,SO7,January 2018,NL,SO,3.086956522,23
Non-Prog,SC034 JIM HUDSON HYUNDAI,Non-Prog,SO7,February 2018,NL,SO,3.384615385,39
Non-Prog,SC039 HYUNDAI OF GREER,Non-Prog,SO7,January 2018,NL,SO,2.25,12
Non-Prog,SC039 HYUNDAI OF GREER,Non-Prog,SO7,February 2018,NL,SO,3.444444444,9
Non-Prog,SC042 HYUNDAI OF ANDERSON,Non-Prog,SO7,January 2018,NL,SO,3.8,5
Non-Prog,SC042 HYUNDAI OF ANDERSON,Non-Prog,SO7,February 2018,NL,SO,3.285714286,7
Non-Prog,SC043 BENSON HYUNDAI,Non-Prog,SO7,January 2018,NL,SO,3.615384615,13
Non-Prog,SC043 BENSON HYUNDAI,Non-Prog,SO7,February 2018,NL,SO,4,13
Non-Prog,SC044 HYUNDAI OF NORTH CHARLESTON,Non-Prog,SO7,January 2018,NL,SO,3,30
Non-Prog,SC044 HYUNDAI OF NORTH CHARLESTON,Non-Prog,SO7,February 2018,NL,SO,3.25,20
Non-Prog,SC045 STIVERS HYUNDAI,Non-Prog,SO7,January 2018,NL,SO,3.4,25
Non-Prog,SC045 STIVERS HYUNDAI,Non-Prog,SO7,February 2018,NL,SO,3.214285714,14
Non-Prog,SC046 LEE HYUNDAI OF FLORENCE,Non-Prog,SO7,February 2018,NL,SO,3.4,5
Non-Prog,GA002 RICK CASE HYUNDAI,Non-Prog,SO8,January 2018,NL,SO,3.363636364,11
Non-Prog,GA002 RICK CASE HYUNDAI,Non-Prog,SO8,February 2018,NL,SO,3.5,6
Non-Prog,GA003 ED VOYLES HYUNDAI,Non-Prog,SO8,January 2018,NL,SO,3.411764706,17
Non-Prog,GA003 ED VOYLES HYUNDAI,Non-Prog,SO8,February 2018,NL,SO,3.235294118,17
Non-Prog,GA015 SOUTHTOWNE HYUNDAI,Non-Prog,SO8,January 2018,NL,SO,2.8,10
Non-Prog,GA015 SOUTHTOWNE HYUNDAI,Non-Prog,SO8,February 2018,NL,SO,2.666666667,9
Non-Prog,GA035 SOUTHTOWNE HYUNDAI OF NEWNAN,Non-Prog,SO8,January 2018,NL,SO,3.833333333,12
Non-Prog,GA035 SOUTHTOWNE HYUNDAI OF NEWNAN,Non-Prog,SO8,February 2018,NL,SO,3.647058824,17
Non-Prog,GA037 JIM ELLIS HYUNDAI,Non-Prog,SO8,January 2018,NL,SO,3.371428571,35
Non-Prog,GA037 JIM ELLIS HYUNDAI,Non-Prog,SO8,February 2018,NL,SO,3.725,40
Non-Prog,GA038 HYUNDAI OF KENNESAW,Non-Prog,SO8,January 2018,NL,SO,2.724137931,29
Non-Prog,GA038 HYUNDAI OF KENNESAW,Non-Prog,SO8,February 2018,NL,SO,3.179487179,39
Non-Prog,GA041 RICK CASE HYUNDAI,Non-Prog,SO8,January 2018,NL,SO,2.642857143,14
Non-Prog,GA041 RICK CASE HYUNDAI,Non-Prog,SO8,February 2018,NL,SO,3.608695652,23
Non-Prog,GA054 RIVERSIDE HYUNDAI,Non-Prog,SO8,January 2018,NL,SO,2.2,5
Non-Prog,GA054 RIVERSIDE HYUNDAI,Non-Prog,SO8,February 2018,NL,SO,3.333333333,3
Non-Prog,GA063 TERRY REID HYUNDAI,Non-Prog,SO8,January 2018,NL,SO,3.333333333,3
Non-Prog,GA063 TERRY REID HYUNDAI,Non-Prog,SO8,February 2018,NL,SO,3,4
Non-Prog,GA065 AUTONATION HYUNDAI MALL OF GEO,Non-Prog,SO8,January 2018,NL,SO,3.2,25
Non-Prog,GA065 AUTONATION HYUNDAI MALL OF GEO,Non-Prog,SO8,February 2018,NL,SO,3.194444444,36
Non-Prog,GA070 NALLEY HYUNDAI,Non-Prog,SO8,January 2018,NL,SO,3,25
Non-Prog,GA070 NALLEY HYUNDAI,Non-Prog,SO8,February 2018,NL,SO,3.1875,16
Non-Prog,GA071 MALCOLM CUNNINGHAM HYUNDAI,Non-Prog,SO8,January 2018,NL,SO,3.181818182,11
Non-Prog,GA071 MALCOLM CUNNINGHAM HYUNDAI,Non-Prog,SO8,February 2018,NL,SO,3.533333333,15
Non-Prog,GA076 THORNTON ROAD HYUNDAI,Non-Prog,SO8,January 2018,NL,SO,3.142857143,14
Non-Prog,GA076 THORNTON ROAD HYUNDAI,Non-Prog,SO8,February 2018,NL,SO,3.36,25
Non-Prog,GA077 HYUNDAI OF ATHENS,Non-Prog,SO8,January 2018,NL,SO,2.888888889,9
Non-Prog,GA077 HYUNDAI OF ATHENS,Non-Prog,SO8,February 2018,NL,SO,3.583333333,12
Non-Prog,FL062 FITZGERALD'S CNTRYSDE HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,2.666666667,3
Non-Prog,FL062 FITZGERALD'S CNTRYSDE HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,3.134615385,52
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,3.111111111,27
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,3.148148148,27
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,3.243902439,41
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,3.297297297,37
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,3.148148148,27
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,2.789473684,38
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,January 2018,NL,SO,3.046511628,43
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,February 2018,NL,SO,3.511627907,43
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,3,33
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,3.222222222,27
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,January 2018,NL,SO,3.075949367,79
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,February 2018,NL,SO,2.879120879,91
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,January 2018,NL,SO,3.044444444,45
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,February 2018,NL,SO,3.1,50
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,3.285714286,14
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,3.259259259,27
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,January 2018,NL,SO,3.677419355,31
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,February 2018,NL,SO,3.68,25
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,2.526315789,19
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,3.045454545,22
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,3,37
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,2.972222222,36
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,3.8,15
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,2.8125,16
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,2.933333333,15
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,3.32,25
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,January 2018,NL,SO,3,34
