CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. TIMELY_SCORE,Count of TIMELY_SCORE
Non-Prog,FL124 ORLANDO HYUNDAI,Non-Prog,SOC,June 2017,NL,SO,0.913223140,242
Non-Prog,FL124 ORLANDO HYUNDAI,Non-Prog,SOC,July 2017,NL,SO,0.888,250
Non-Prog,FL124 ORLANDO HYUNDAI,Non-Prog,SOC,August 2017,NL,SO,0.901287554,233
Non-Prog,FL124 ORLANDO HYUNDAI,Non-Prog,SOC,September 2017,NL,SO,0.9375,128
Non-Prog,FL124 ORLANDO HYUNDAI,Non-Prog,SOC,October 2017,NL,SO,0.939393939,66
Non-Prog,FL124 ORLANDO HYUNDAI,Non-Prog,SOC,November 2017,NL,SO,0.919786096,187
Non-Prog,FL124 ORLANDO HYUNDAI,Non-Prog,SOC,December 2017,NL,SO,0.951351351,185
Non-Prog,FL124 ORLANDO HYUNDAI,Non-Prog,SOC,January 2018,NL,SO,0.829268293,41
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,January 2017,NL,SO,0.968253968,126
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,February 2017,NL,SO,0.944827586,145
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,March 2017,NL,SO,0.948387097,155
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,April 2017,NL,SO,0.928057554,139
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,May 2017,NL,SO,0.939393939,165
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,June 2017,NL,SO,0.949720670,179
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,July 2017,NL,SO,0.924324324,185
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,August 2017,NL,SO,0.936936937,222
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,September 2017,NL,SO,0.943037975,158
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,October 2017,NL,SO,0.921568627,51
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,November 2017,NL,SO,0.921348315,178
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,December 2017,NL,SO,0.942307692,156
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,January 2018,NL,SO,0.888888889,27
Non-Prog,FL141 HYUNDAI OF CENTRAL FLORIDA,Non-Prog,SOC,September 2017,NL,SO,0.333333333,3
Non-Prog,FL141 HYUNDAI OF CENTRAL FLORIDA,Non-Prog,SOC,October 2017,NL,SO,0.95,20
Non-Prog,FL141 HYUNDAI OF CENTRAL FLORIDA,Non-Prog,SOC,November 2017,NL,SO,0.981132075,53
Non-Prog,FL141 HYUNDAI OF CENTRAL FLORIDA,Non-Prog,SOC,December 2017,NL,SO,0.878048780,82
Non-Prog,FL141 HYUNDAI OF CENTRAL FLORIDA,Non-Prog,SOC,January 2018,NL,SO,1,18
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,January 2017,NL,SO,0.970414201,169
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,February 2017,NL,SO,0.933333333,165
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,March 2017,NL,SO,0.907766990,206
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,April 2017,NL,SO,0.958823529,170
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,May 2017,NL,SO,0.939393939,198
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,June 2017,NL,SO,0.922764228,246
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,July 2017,NL,SO,0.901185771,253
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,August 2017,NL,SO,0.917763158,304
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,September 2017,NL,SO,0.935483871,186
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,October 2017,NL,SO,0.946666667,75
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,November 2017,NL,SO,0.885572139,201
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,December 2017,NL,SO,0.926829268,205
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,January 2018,NL,SO,0.9,50
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,January 2017,NL,SO,0.94375,160
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,February 2017,NL,SO,0.960674157,178
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,March 2017,NL,SO,0.953917051,217
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,April 2017,NL,SO,0.954545455,154
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,May 2017,NL,SO,0.925531915,188
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,June 2017,NL,SO,0.950207469,241
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,July 2017,NL,SO,0.978835979,189
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,August 2017,NL,SO,0.956834532,278
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,September 2017,NL,SO,0.957943925,214
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,October 2017,NL,SO,0.923076923,78
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,November 2017,NL,SO,0.968325792,221
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,December 2017,NL,SO,0.950226244,221
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,January 2018,NL,SO,0.938775510,49
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,January 2017,NL,SO,0.931818182,88
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,February 2017,NL,SO,0.948979592,98
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,March 2017,NL,SO,0.966942149,121
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,April 2017,NL,SO,0.941860465,86
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,May 2017,NL,SO,0.96875,128
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,June 2017,NL,SO,0.935064935,154
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,July 2017,NL,SO,0.923809524,105
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,August 2017,NL,SO,0.895833333,144
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,September 2017,NL,SO,0.91,100
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,October 2017,NL,SO,1,39
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,November 2017,NL,SO,0.965986395,147
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,December 2017,NL,SO,0.983050847,118
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,January 2018,NL,SO,1,16
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,January 2017,NL,SO,0.959183673,49
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,February 2017,NL,SO,0.954545455,66
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,March 2017,NL,SO,1,76
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,April 2017,NL,SO,0.895833333,48
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,May 2017,NL,SO,0.954545455,66
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,June 2017,NL,SO,0.924528302,53
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,July 2017,NL,SO,0.964912281,57
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,August 2017,NL,SO,0.957446809,94
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,September 2017,NL,SO,0.956521739,46
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,October 2017,NL,SO,0.964285714,28
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,November 2017,NL,SO,0.936708861,79
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,December 2017,NL,SO,0.9375,64
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,January 2018,NL,SO,0.904761905,21
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,January 2017,NL,SO,0.924050633,79
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,February 2017,NL,SO,0.975,120
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,March 2017,NL,SO,0.927835052,97
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,April 2017,NL,SO,0.975903614,83
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,May 2017,NL,SO,0.962962963,108
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,June 2017,NL,SO,0.945205479,146
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,July 2017,NL,SO,0.909909910,111
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,August 2017,NL,SO,0.908396947,131
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,September 2017,NL,SO,0.909090909,77
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,October 2017,NL,SO,0.9,30
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,November 2017,NL,SO,0.931372549,102
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,December 2017,NL,SO,0.990740741,108
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,January 2018,NL,SO,0.857142857,28
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,January 2017,NL,SO,0.964285714,140
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,February 2017,NL,SO,0.976,125
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,March 2017,NL,SO,0.946564885,131
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,April 2017,NL,SO,0.964912281,114
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,May 2017,NL,SO,0.932330827,133
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,June 2017,NL,SO,0.980263158,152
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,July 2017,NL,SO,0.950704225,142
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,August 2017,NL,SO,0.964467005,197
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,September 2017,NL,SO,0.975,120
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,October 2017,NL,SO,0.970588235,34
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,November 2017,NL,SO,0.951807229,166
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,December 2017,NL,SO,0.907407407,54
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,January 2018,NL,SO,0.956521739,23
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,January 2017,NL,SO,0.967213115,61
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,February 2017,NL,SO,0.877192982,57
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,March 2017,NL,SO,0.888888889,54
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,April 2017,NL,SO,0.852459016,61
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,May 2017,NL,SO,0.839285714,56
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,June 2017,NL,SO,0.784615385,65
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,July 2017,NL,SO,0.753086420,81
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,August 2017,NL,SO,0.842857143,70
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,September 2017,NL,SO,0.787878788,66
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,October 2017,NL,SO,1,18
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,November 2017,NL,SO,0.859375,128
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,December 2017,NL,SO,0.886792453,106
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,January 2018,NL,SO,0.956521739,23
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,January 2017,NL,SO,0.934959350,123
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,February 2017,NL,SO,0.966942149,121
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,March 2017,NL,SO,0.954838710,155
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,April 2017,NL,SO,0.939849624,133
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,May 2017,NL,SO,0.937888199,161
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,June 2017,NL,SO,0.921787709,179
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,July 2017,NL,SO,0.927884615,208
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,August 2017,NL,SO,0.916256158,203
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,September 2017,NL,SO,0.939130435,115
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,October 2017,NL,SO,0.825,40
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,November 2017,NL,SO,0.940860215,186
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,December 2017,NL,SO,0.985714286,140
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,January 2018,NL,SO,0.923076923,26
Non-Prog,FL140 KEY HYUNDAI,Non-Prog,SOD,May 2017,NL,SO,0.921739130,230
Non-Prog,FL140 KEY HYUNDAI,Non-Prog,SOD,June 2017,NL,SO,0.911111111,270
Non-Prog,FL140 KEY HYUNDAI,Non-Prog,SOD,July 2017,NL,SO,0.928853755,253
Non-Prog,FL140 KEY HYUNDAI,Non-Prog,SOD,August 2017,NL,SO,0.899122807,228
Non-Prog,FL140 KEY HYUNDAI,Non-Prog,SOD,September 2017,NL,SO,0.911392405,158
Non-Prog,FL140 KEY HYUNDAI,Non-Prog,SOD,October 2017,NL,SO,0.934782609,46
Non-Prog,FL140 KEY HYUNDAI,Non-Prog,SOD,November 2017,NL,SO,0.915662651,166
Non-Prog,FL140 KEY HYUNDAI,Non-Prog,SOD,December 2017,NL,SO,0.926553672,177
Non-Prog,FL140 KEY HYUNDAI,Non-Prog,SOD,January 2018,NL,SO,0.942857143,35
Phil Guazzaloca,FL138 COGGIN DELAND HYUNDAI,Prog,SOD,January 2017,NL,SO,0.881355932,59
Phil Guazzaloca,FL138 COGGIN DELAND HYUNDAI,Prog,SOD,February 2017,NL,SO,0.928571429,56
Phil Guazzaloca,FL138 COGGIN DELAND HYUNDAI,Prog,SOD,March 2017,NL,SO,0.934210526,76
Phil Guazzaloca,FL138 COGGIN DELAND HYUNDAI,Prog,SOD,April 2017,NL,SO,0.94,50
Phil Guazzaloca,FL138 COGGIN DELAND HYUNDAI,Prog,SOD,May 2017,NL,SO,0.92,75
Phil Guazzaloca,FL138 COGGIN DELAND HYUNDAI,Prog,SOD,June 2017,NL,SO,0.926829268,82
Phil Guazzaloca,FL138 COGGIN DELAND HYUNDAI,Prog,SOD,July 2017,NL,SO,0.901234568,81
Phil Guazzaloca,FL138 COGGIN DELAND HYUNDAI,Prog,SOD,August 2017,NL,SO,0.950980392,102
Phil Guazzaloca,FL138 COGGIN DELAND HYUNDAI,Prog,SOD,September 2017,NL,SO,0.936170213,47
Phil Guazzaloca,FL138 COGGIN DELAND HYUNDAI,Prog,SOD,October 2017,NL,SO,0.9375,16
Phil Guazzaloca,FL138 COGGIN DELAND HYUNDAI,Prog,SOD,November 2017,NL,SO,0.944444444,72
Phil Guazzaloca,FL138 COGGIN DELAND HYUNDAI,Prog,SOD,December 2017,NL,SO,0.940476190,84
Phil Guazzaloca,FL138 COGGIN DELAND HYUNDAI,Prog,SOD,January 2018,NL,SO,0.875,16
Non-Prog,FL107 BAY HYUNDAI,Non-Prog,SOE,January 2017,NL,SO,0.88,25
Non-Prog,FL107 BAY HYUNDAI,Non-Prog,SOE,February 2017,NL,SO,0.938775510,49
Non-Prog,FL107 BAY HYUNDAI,Non-Prog,SOE,March 2017,NL,SO,0.794871795,39
Non-Prog,FL107 BAY HYUNDAI,Non-Prog,SOE,April 2017,NL,SO,0.9,30
Non-Prog,FL107 BAY HYUNDAI,Non-Prog,SOE,May 2017,NL,SO,0.862068966,29
Non-Prog,FL107 BAY HYUNDAI,Non-Prog,SOE,June 2017,NL,SO,0.787234043,47
Non-Prog,FL107 BAY HYUNDAI,Non-Prog,SOE,July 2017,NL,SO,0.923076923,52
Non-Prog,FL107 BAY HYUNDAI,Non-Prog,SOE,August 2017,NL,SO,0.827586207,58
Non-Prog,FL107 BAY HYUNDAI,Non-Prog,SOE,September 2017,NL,SO,0.888888889,36
Non-Prog,FL107 BAY HYUNDAI,Non-Prog,SOE,October 2017,NL,SO,0.888888889,9
Non-Prog,FL107 BAY HYUNDAI,Non-Prog,SOE,November 2017,NL,SO,0.90625,32
Non-Prog,FL107 BAY HYUNDAI,Non-Prog,SOE,December 2017,NL,SO,0.945945946,37
Non-Prog,FL107 BAY HYUNDAI,Non-Prog,SOE,January 2018,NL,SO,1,8
Non-Prog,FL128 WERNER HYUNDAI,Non-Prog,SOE,January 2017,NL,SO,0.918367347,49
Non-Prog,FL128 WERNER HYUNDAI,Non-Prog,SOE,February 2017,NL,SO,0.830188679,53
Non-Prog,FL128 WERNER HYUNDAI,Non-Prog,SOE,March 2017,NL,SO,0.833333333,84
Non-Prog,FL128 WERNER HYUNDAI,Non-Prog,SOE,April 2017,NL,SO,0.862068966,58
Non-Prog,FL128 WERNER HYUNDAI,Non-Prog,SOE,May 2017,NL,SO,0.880597015,67
Non-Prog,FL128 WERNER HYUNDAI,Non-Prog,SOE,June 2017,NL,SO,0.852459016,122
Non-Prog,FL128 WERNER HYUNDAI,Non-Prog,SOE,July 2017,NL,SO,0.954545455,88
Non-Prog,FL128 WERNER HYUNDAI,Non-Prog,SOE,August 2017,NL,SO,0.88,125
Non-Prog,FL128 WERNER HYUNDAI,Non-Prog,SOE,September 2017,NL,SO,0.846153846,78
Non-Prog,FL128 WERNER HYUNDAI,Non-Prog,SOE,October 2017,NL,SO,0.923076923,26
Non-Prog,FL128 WERNER HYUNDAI,Non-Prog,SOE,November 2017,NL,SO,0.904255319,94
Non-Prog,FL128 WERNER HYUNDAI,Non-Prog,SOE,December 2017,NL,SO,0.933333333,75
Non-Prog,FL128 WERNER HYUNDAI,Non-Prog,SOE,January 2018,NL,SO,1,15
Non-Prog,GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,January 2017,NL,SO,0.95,20
Non-Prog,GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,February 2017,NL,SO,0.9375,16
Non-Prog,GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,March 2017,NL,SO,1,17
Non-Prog,GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,April 2017,NL,SO,0.95,20
Non-Prog,GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,May 2017,NL,SO,1,7
Non-Prog,GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,June 2017,NL,SO,1,30
Non-Prog,GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,July 2017,NL,SO,0.916666667,24
Non-Prog,GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,August 2017,NL,SO,0.947368421,38
Non-Prog,GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,September 2017,NL,SO,0.933333333,15
Non-Prog,GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,October 2017,NL,SO,0.909090909,11
Non-Prog,GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,November 2017,NL,SO,1,18
Non-Prog,GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,December 2017,NL,SO,0.952380952,21
Non-Prog,GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,January 2018,NL,SO,1,3
Non-Prog,GA055 ALL PRO HYUNDAI,Non-Prog,SOE,January 2017,NL,SO,0.75,4
Non-Prog,GA055 ALL PRO HYUNDAI,Non-Prog,SOE,February 2017,NL,SO,1,6
Non-Prog,GA055 ALL PRO HYUNDAI,Non-Prog,SOE,March 2017,NL,SO,0.909090909,11
Non-Prog,GA055 ALL PRO HYUNDAI,Non-Prog,SOE,April 2017,NL,SO,1,14
Non-Prog,GA055 ALL PRO HYUNDAI,Non-Prog,SOE,May 2017,NL,SO,0.944444444,18
Non-Prog,GA055 ALL PRO HYUNDAI,Non-Prog,SOE,June 2017,NL,SO,1,13
Non-Prog,GA055 ALL PRO HYUNDAI,Non-Prog,SOE,July 2017,NL,SO,0.9,10
Non-Prog,GA055 ALL PRO HYUNDAI,Non-Prog,SOE,August 2017,NL,SO,1,10
Non-Prog,GA055 ALL PRO HYUNDAI,Non-Prog,SOE,September 2017,NL,SO,1,15
Non-Prog,GA055 ALL PRO HYUNDAI,Non-Prog,SOE,October 2017,NL,SO,1,1
Non-Prog,GA055 ALL PRO HYUNDAI,Non-Prog,SOE,November 2017,NL,SO,1,10
Non-Prog,GA055 ALL PRO HYUNDAI,Non-Prog,SOE,December 2017,NL,SO,0.5,2
Non-Prog,GA055 ALL PRO HYUNDAI,Non-Prog,SOE,January 2018,NL,SO,1,4
Non-Prog,GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,January 2017,NL,SO,1,14
Non-Prog,GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,February 2017,NL,SO,0.888888889,18
Non-Prog,GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,March 2017,NL,SO,0.785714286,14
Non-Prog,GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,April 2017,NL,SO,0.857142857,21
Non-Prog,GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,May 2017,NL,SO,0.916666667,24
Non-Prog,GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,June 2017,NL,SO,1,30
Non-Prog,GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,July 2017,NL,SO,0.826086957,23
Non-Prog,GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,August 2017,NL,SO,0.862068966,29
Non-Prog,GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,September 2017,NL,SO,0.95,20
Non-Prog,GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,October 2017,NL,SO,1,9
Non-Prog,GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,November 2017,NL,SO,1,12
Non-Prog,GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,December 2017,NL,SO,0.846153846,26
Non-Prog,GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,January 2018,NL,SO,0.6,5
Non-Prog,GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,January 2017,NL,SO,1,17
Non-Prog,GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,February 2017,NL,SO,0.962962963,27
Non-Prog,GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,March 2017,NL,SO,1,21
Non-Prog,GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,April 2017,NL,SO,1,10
Non-Prog,GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,May 2017,NL,SO,0.96875,32
Non-Prog,GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,June 2017,NL,SO,1,28
Non-Prog,GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,July 2017,NL,SO,0.9375,32
Non-Prog,GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,August 2017,NL,SO,0.965517241,29
Non-Prog,GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,September 2017,NL,SO,1,20
Non-Prog,GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,October 2017,NL,SO,1,2
Non-Prog,GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,November 2017,NL,SO,0.888888889,18
Non-Prog,GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,December 2017,NL,SO,0.961538462,26
Non-Prog,GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,January 2018,NL,SO,1,6
Non-Prog,GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,January 2017,NL,SO,0.9125,80
Non-Prog,GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,February 2017,NL,SO,0.961538462,104
Non-Prog,GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,March 2017,NL,SO,0.942528736,87
Non-Prog,GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,April 2017,NL,SO,0.956043956,91
Non-Prog,GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,May 2017,NL,SO,0.955357143,112
Non-Prog,GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,June 2017,NL,SO,0.904411765,136
Non-Prog,GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,July 2017,NL,SO,0.902097902,143
Non-Prog,GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,August 2017,NL,SO,0.928571429,84
Non-Prog,GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,January 2017,NL,SO,1,22
Non-Prog,GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,February 2017,NL,SO,0.823529412,17
Non-Prog,GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,March 2017,NL,SO,0.884615385,26
Non-Prog,GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,April 2017,NL,SO,0.970588235,34
Non-Prog,GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,May 2017,NL,SO,0.933333333,45
Non-Prog,GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,June 2017,NL,SO,0.979591837,49
