CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. TIMELY_SCORE,Count of TIMELY_SCORE
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,September 2017,NL,CE,0.981651376,109
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,October 2017,NL,CE,0.962962963,27
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,November 2017,NL,CE,0.958579882,169
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,December 2017,NL,CE,0.959677419,124
Non-Prog,OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,January 2018,NL,CE,0.875,32
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,January 2017,NL,CE,0.882352941,17
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,0.923076923,13
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,0.923076923,13
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,0.857142857,14
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,0.916666667,12
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,0.909090909,11
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,1,13
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,1,13
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,1,7
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,1,4
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,0.888888889,18
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,0.9375,16
Non-Prog,OH062 DON WOOD HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,1,2
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,1,54
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,0.909090909,33
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,1,17
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,1,19
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,1,27
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,0.9375,48
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,0.959183673,49
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,0.918918919,37
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,1,1
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,0.928571429,28
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,0.916666667,24
Non-Prog,OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,1,3
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,January 2017,NL,CE,1,22
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,0.972972973,37
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,1,26
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,0.956521739,46
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,0.964285714,84
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,0.990476190,105
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,0.963855422,83
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,0.9625,80
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,0.989795918,98
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,1,16
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,0.970588235,68
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,1,69
Non-Prog,OH066 TAYLOR HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,1,16
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,January 2017,NL,CE,0.969696970,33
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,0.948717949,39
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,1,40
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,0.951219512,41
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,0.952380952,42
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,0.977272727,44
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,0.96,50
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,0.951612903,62
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,1,31
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,0.923076923,13
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,1,46
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,1,40
Non-Prog,OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,1,7
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,January 2017,NL,CE,0.939393939,66
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,February 2017,NL,CE,0.972222222,72
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,March 2017,NL,CE,0.944444444,72
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,April 2017,NL,CE,1,50
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,May 2017,NL,CE,0.957142857,70
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,June 2017,NL,CE,0.890243902,82
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,July 2017,NL,CE,0.985294118,68
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,August 2017,NL,CE,0.961038961,77
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,September 2017,NL,CE,0.960526316,76
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,October 2017,NL,CE,0.909090909,22
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,November 2017,NL,CE,1,63
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,December 2017,NL,CE,0.9375,80
Non-Prog,OH071 JOSEPH AIRPORT HYUNDAI,Non-Prog,CE8,January 2018,NL,CE,1,16
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,January 2017,NL,CE,1,7
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,February 2017,NL,CE,0.909090909,11
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,March 2017,NL,CE,1,10
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,April 2017,NL,CE,1,19
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,May 2017,NL,CE,0.931034483,29
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,June 2017,NL,CE,1,41
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,July 2017,NL,CE,0.916666667,24
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,August 2017,NL,CE,0.846153846,26
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,September 2017,NL,CE,0.958333333,24
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,October 2017,NL,CE,1,7
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,November 2017,NL,CE,0.966666667,30
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,December 2017,NL,CE,1,23
Non-Prog,OH072 TAYLOR HYUNDAI OF FINDLAY,Non-Prog,CE8,January 2018,NL,CE,1,5
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,January 2017,NL,CE,0.942857143,35
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,February 2017,NL,CE,0.916666667,36
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,March 2017,NL,CE,0.956521739,46
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,April 2017,NL,CE,1,24
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,May 2017,NL,CE,0.939393939,33
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,June 2017,NL,CE,0.9,50
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,July 2017,NL,CE,0.923076923,39
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,August 2017,NL,CE,0.95,40
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,September 2017,NL,CE,1,32
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,October 2017,NL,CE,1,13
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,November 2017,NL,CE,0.918918919,37
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,December 2017,NL,CE,1,36
Non-Prog,OH075 SUPERIOR HYUNDAI OF BEAVERCREE,Non-Prog,CE8,January 2018,NL,CE,1,6
Non-Prog,IA004 MARK ZIMMERMAN HYUNDAI,Non-Prog,CEA,January 2017,NL,CE,0.9,10
Non-Prog,IA004 MARK ZIMMERMAN HYUNDAI,Non-Prog,CEA,February 2017,NL,CE,0.928571429,14
Non-Prog,IA004 MARK ZIMMERMAN HYUNDAI,Non-Prog,CEA,March 2017,NL,CE,1,15
Non-Prog,IA004 MARK ZIMMERMAN HYUNDAI,Non-Prog,CEA,April 2017,NL,CE,0.8125,16
Non-Prog,IA004 MARK ZIMMERMAN HYUNDAI,Non-Prog,CEA,May 2017,NL,CE,0.925925926,27
Non-Prog,IA004 MARK ZIMMERMAN HYUNDAI,Non-Prog,CEA,June 2017,NL,CE,0.870967742,31
Non-Prog,IA004 MARK ZIMMERMAN HYUNDAI,Non-Prog,CEA,July 2017,NL,CE,0.868421053,38
Non-Prog,IA004 MARK ZIMMERMAN HYUNDAI,Non-Prog,CEA,August 2017,NL,CE,1,5
Non-Prog,IA010 C&S HYUNDAI,Non-Prog,CEA,January 2017,NL,CE,0.962962963,27
Non-Prog,IA010 C&S HYUNDAI,Non-Prog,CEA,February 2017,NL,CE,0.967741935,31
Non-Prog,IA010 C&S HYUNDAI,Non-Prog,CEA,March 2017,NL,CE,0.967741935,31
Non-Prog,IA010 C&S HYUNDAI,Non-Prog,CEA,April 2017,NL,CE,1,23
Non-Prog,IA010 C&S HYUNDAI,Non-Prog,CEA,May 2017,NL,CE,0.962962963,27
Non-Prog,IA010 C&S HYUNDAI,Non-Prog,CEA,June 2017,NL,CE,0.941176471,34
Non-Prog,IA010 C&S HYUNDAI,Non-Prog,CEA,July 2017,NL,CE,0.977272727,44
Non-Prog,IA010 C&S HYUNDAI,Non-Prog,CEA,August 2017,NL,CE,0.936170213,47
Non-Prog,IA010 C&S HYUNDAI,Non-Prog,CEA,September 2017,NL,CE,1,25
Non-Prog,IA010 C&S HYUNDAI,Non-Prog,CEA,October 2017,NL,CE,1,6
Non-Prog,IA010 C&S HYUNDAI,Non-Prog,CEA,November 2017,NL,CE,1,20
Non-Prog,IA010 C&S HYUNDAI,Non-Prog,CEA,December 2017,NL,CE,1,40
Non-Prog,IA010 C&S HYUNDAI,Non-Prog,CEA,January 2018,NL,CE,1,3
Non-Prog,IA013 LUJACK HYUNDAI,Non-Prog,CEA,January 2017,NL,CE,1,13
Non-Prog,IA013 LUJACK HYUNDAI,Non-Prog,CEA,February 2017,NL,CE,0.9,20
Non-Prog,IA013 LUJACK HYUNDAI,Non-Prog,CEA,March 2017,NL,CE,1,11
Non-Prog,IA013 LUJACK HYUNDAI,Non-Prog,CEA,April 2017,NL,CE,0.962962963,27
Non-Prog,IA013 LUJACK HYUNDAI,Non-Prog,CEA,May 2017,NL,CE,0.928571429,14
Non-Prog,IA013 LUJACK HYUNDAI,Non-Prog,CEA,June 2017,NL,CE,0.9375,16
Non-Prog,IA013 LUJACK HYUNDAI,Non-Prog,CEA,July 2017,NL,CE,0.913043478,23
Non-Prog,IA013 LUJACK HYUNDAI,Non-Prog,CEA,August 2017,NL,CE,1,25
Non-Prog,IA013 LUJACK HYUNDAI,Non-Prog,CEA,September 2017,NL,CE,0.884615385,26
Non-Prog,IA013 LUJACK HYUNDAI,Non-Prog,CEA,October 2017,NL,CE,1,2
Non-Prog,IA013 LUJACK HYUNDAI,Non-Prog,CEA,November 2017,NL,CE,1,25
Non-Prog,IA013 LUJACK HYUNDAI,Non-Prog,CEA,December 2017,NL,CE,1,16
Non-Prog,IA013 LUJACK HYUNDAI,Non-Prog,CEA,January 2018,NL,CE,1,5
Non-Prog,IA015 BILLION HYUNDAI,Non-Prog,CEA,January 2017,NL,CE,0.967741935,31
Non-Prog,IA015 BILLION HYUNDAI,Non-Prog,CEA,February 2017,NL,CE,1,33
Non-Prog,IA015 BILLION HYUNDAI,Non-Prog,CEA,March 2017,NL,CE,1,32
Non-Prog,IA015 BILLION HYUNDAI,Non-Prog,CEA,April 2017,NL,CE,0.964285714,28
Non-Prog,IA015 BILLION HYUNDAI,Non-Prog,CEA,May 2017,NL,CE,0.952380952,42
Non-Prog,IA015 BILLION HYUNDAI,Non-Prog,CEA,June 2017,NL,CE,0.981818182,55
Non-Prog,IA015 BILLION HYUNDAI,Non-Prog,CEA,July 2017,NL,CE,0.961538462,52
Non-Prog,IA015 BILLION HYUNDAI,Non-Prog,CEA,August 2017,NL,CE,0.980392157,51
Non-Prog,IA015 BILLION HYUNDAI,Non-Prog,CEA,September 2017,NL,CE,0.980769231,52
Non-Prog,IA015 BILLION HYUNDAI,Non-Prog,CEA,October 2017,NL,CE,1,15
Non-Prog,IA015 BILLION HYUNDAI,Non-Prog,CEA,November 2017,NL,CE,0.980769231,52
Non-Prog,IA015 BILLION HYUNDAI,Non-Prog,CEA,December 2017,NL,CE,0.942857143,35
Non-Prog,IA015 BILLION HYUNDAI,Non-Prog,CEA,January 2018,NL,CE,0.875,8
Non-Prog,IA016 STEW HANSEN HYUNDAI,Non-Prog,CEA,January 2017,NL,CE,0.75,24
Non-Prog,IA016 STEW HANSEN HYUNDAI,Non-Prog,CEA,February 2017,NL,CE,0.947368421,38
Non-Prog,IA016 STEW HANSEN HYUNDAI,Non-Prog,CEA,March 2017,NL,CE,0.938461538,65
Non-Prog,IA016 STEW HANSEN HYUNDAI,Non-Prog,CEA,April 2017,NL,CE,0.958904110,73
Non-Prog,IA016 STEW HANSEN HYUNDAI,Non-Prog,CEA,May 2017,NL,CE,0.894736842,76
Non-Prog,IA016 STEW HANSEN HYUNDAI,Non-Prog,CEA,June 2017,NL,CE,0.855855856,111
Non-Prog,IA016 STEW HANSEN HYUNDAI,Non-Prog,CEA,July 2017,NL,CE,0.857142857,98
Non-Prog,IA016 STEW HANSEN HYUNDAI,Non-Prog,CEA,August 2017,NL,CE,0.951388889,144
Non-Prog,IA016 STEW HANSEN HYUNDAI,Non-Prog,CEA,September 2017,NL,CE,0.899224806,129
Non-Prog,IA016 STEW HANSEN HYUNDAI,Non-Prog,CEA,October 2017,NL,CE,0.833333333,24
Non-Prog,IA016 STEW HANSEN HYUNDAI,Non-Prog,CEA,November 2017,NL,CE,0.977777778,135
Non-Prog,IA016 STEW HANSEN HYUNDAI,Non-Prog,CEA,December 2017,NL,CE,0.949275362,138
Non-Prog,IA016 STEW HANSEN HYUNDAI,Non-Prog,CEA,January 2018,NL,CE,0.90625,32
Non-Prog,IA018 MCGRATH HYUNDAI OF DUBUQUE,Non-Prog,CEA,January 2017,NL,CE,1,5
Non-Prog,IA018 MCGRATH HYUNDAI OF DUBUQUE,Non-Prog,CEA,February 2017,NL,CE,1,10
Non-Prog,IA018 MCGRATH HYUNDAI OF DUBUQUE,Non-Prog,CEA,March 2017,NL,CE,1,6
Non-Prog,IA018 MCGRATH HYUNDAI OF DUBUQUE,Non-Prog,CEA,April 2017,NL,CE,1,10
Non-Prog,IA018 MCGRATH HYUNDAI OF DUBUQUE,Non-Prog,CEA,May 2017,NL,CE,1,10
Non-Prog,IA018 MCGRATH HYUNDAI OF DUBUQUE,Non-Prog,CEA,June 2017,NL,CE,0.9,10
Non-Prog,IA018 MCGRATH HYUNDAI OF DUBUQUE,Non-Prog,CEA,July 2017,NL,CE,1,11
Non-Prog,IA018 MCGRATH HYUNDAI OF DUBUQUE,Non-Prog,CEA,August 2017,NL,CE,0.866666667,15
Non-Prog,IA018 MCGRATH HYUNDAI OF DUBUQUE,Non-Prog,CEA,September 2017,NL,CE,0.928571429,14
Non-Prog,IA018 MCGRATH HYUNDAI OF DUBUQUE,Non-Prog,CEA,October 2017,NL,CE,0.75,4
Non-Prog,IA018 MCGRATH HYUNDAI OF DUBUQUE,Non-Prog,CEA,November 2017,NL,CE,0.9375,16
Non-Prog,IA018 MCGRATH HYUNDAI OF DUBUQUE,Non-Prog,CEA,December 2017,NL,CE,1,17
Non-Prog,IA018 MCGRATH HYUNDAI OF DUBUQUE,Non-Prog,CEA,January 2018,NL,CE,1,1
Non-Prog,IA019 MCGRATH HYUNDAI OF CEDAR RAPID,Non-Prog,CEA,November 2017,NL,CE,0.809523810,21
Non-Prog,IA019 MCGRATH HYUNDAI OF CEDAR RAPID,Non-Prog,CEA,December 2017,NL,CE,0.911111111,45
Non-Prog,IA019 MCGRATH HYUNDAI OF CEDAR RAPID,Non-Prog,CEA,January 2018,NL,CE,0.875,8
Non-Prog,IL018 GREEN HYUNDAI,Non-Prog,CEA,January 2017,NL,CE,0.957142857,70
Non-Prog,IL018 GREEN HYUNDAI,Non-Prog,CEA,February 2017,NL,CE,0.988636364,88
Non-Prog,IL018 GREEN HYUNDAI,Non-Prog,CEA,March 2017,NL,CE,0.92,100
Non-Prog,IL018 GREEN HYUNDAI,Non-Prog,CEA,April 2017,NL,CE,0.952941176,85
Non-Prog,IL018 GREEN HYUNDAI,Non-Prog,CEA,May 2017,NL,CE,0.949367089,79
Non-Prog,IL018 GREEN HYUNDAI,Non-Prog,CEA,June 2017,NL,CE,0.942857143,105
Non-Prog,IL018 GREEN HYUNDAI,Non-Prog,CEA,July 2017,NL,CE,0.900900901,111
Non-Prog,IL018 GREEN HYUNDAI,Non-Prog,CEA,August 2017,NL,CE,0.904109589,146
Non-Prog,IL018 GREEN HYUNDAI,Non-Prog,CEA,September 2017,NL,CE,0.945945946,111
Non-Prog,IL018 GREEN HYUNDAI,Non-Prog,CEA,October 2017,NL,CE,0.969696970,33
Non-Prog,IL018 GREEN HYUNDAI,Non-Prog,CEA,November 2017,NL,CE,0.950354610,141
Non-Prog,IL018 GREEN HYUNDAI,Non-Prog,CEA,December 2017,NL,CE,0.930232558,129
Non-Prog,IL018 GREEN HYUNDAI,Non-Prog,CEA,January 2018,NL,CE,0.846153846,26
Non-Prog,IL028 CARMACK HYUNDAI,Non-Prog,CEA,January 2017,NL,CE,1,12
Non-Prog,IL028 CARMACK HYUNDAI,Non-Prog,CEA,February 2017,NL,CE,1,14
Non-Prog,IL028 CARMACK HYUNDAI,Non-Prog,CEA,March 2017,NL,CE,1,15
Non-Prog,IL028 CARMACK HYUNDAI,Non-Prog,CEA,April 2017,NL,CE,1,11
Non-Prog,IL028 CARMACK HYUNDAI,Non-Prog,CEA,May 2017,NL,CE,1,16
Non-Prog,IL028 CARMACK HYUNDAI,Non-Prog,CEA,June 2017,NL,CE,1,22
Non-Prog,IL028 CARMACK HYUNDAI,Non-Prog,CEA,July 2017,NL,CE,1,20
Non-Prog,IL028 CARMACK HYUNDAI,Non-Prog,CEA,August 2017,NL,CE,1,25
Non-Prog,IL028 CARMACK HYUNDAI,Non-Prog,CEA,September 2017,NL,CE,1,20
Non-Prog,IL028 CARMACK HYUNDAI,Non-Prog,CEA,October 2017,NL,CE,1,4
Non-Prog,IL028 CARMACK HYUNDAI,Non-Prog,CEA,November 2017,NL,CE,1,16
Non-Prog,IL028 CARMACK HYUNDAI,Non-Prog,CEA,December 2017,NL,CE,1,11
Non-Prog,IL028 CARMACK HYUNDAI,Non-Prog,CEA,January 2018,NL,CE,1,4
Non-Prog,IL030 MIKE MILLER HYUNDAI,Non-Prog,CEA,January 2017,NL,CE,1,31
Non-Prog,IL030 MIKE MILLER HYUNDAI,Non-Prog,CEA,February 2017,NL,CE,0.964285714,28
Non-Prog,IL030 MIKE MILLER HYUNDAI,Non-Prog,CEA,March 2017,NL,CE,1,38
Non-Prog,IL030 MIKE MILLER HYUNDAI,Non-Prog,CEA,April 2017,NL,CE,1,24
Non-Prog,IL030 MIKE MILLER HYUNDAI,Non-Prog,CEA,May 2017,NL,CE,0.974358974,39
Non-Prog,IL030 MIKE MILLER HYUNDAI,Non-Prog,CEA,June 2017,NL,CE,1,33
Non-Prog,IL030 MIKE MILLER HYUNDAI,Non-Prog,CEA,July 2017,NL,CE,0.967741935,31
Non-Prog,IL030 MIKE MILLER HYUNDAI,Non-Prog,CEA,August 2017,NL,CE,1,46
Non-Prog,IL030 MIKE MILLER HYUNDAI,Non-Prog,CEA,September 2017,NL,CE,0.948717949,39
Non-Prog,IL030 MIKE MILLER HYUNDAI,Non-Prog,CEA,October 2017,NL,CE,0.777777778,9
Non-Prog,IL030 MIKE MILLER HYUNDAI,Non-Prog,CEA,November 2017,NL,CE,1,41
Non-Prog,IL030 MIKE MILLER HYUNDAI,Non-Prog,CEA,December 2017,NL,CE,0.972222222,36
Non-Prog,IL030 MIKE MILLER HYUNDAI,Non-Prog,CEA,January 2018,NL,CE,1,5
Non-Prog,IL036 K.C. SUMMERS HYUNDAI,Non-Prog,CEA,January 2017,NL,CE,1,5
Non-Prog,IL036 K.C. SUMMERS HYUNDAI,Non-Prog,CEA,February 2017,NL,CE,0.818181818,11
Non-Prog,IL036 K.C. SUMMERS HYUNDAI,Non-Prog,CEA,March 2017,NL,CE,0.9,10
Non-Prog,IL036 K.C. SUMMERS HYUNDAI,Non-Prog,CEA,April 2017,NL,CE,1,5
Non-Prog,IL036 K.C. SUMMERS HYUNDAI,Non-Prog,CEA,May 2017,NL,CE,0.857142857,7
Non-Prog,IL036 K.C. SUMMERS HYUNDAI,Non-Prog,CEA,June 2017,NL,CE,0.846153846,13
Non-Prog,IL036 K.C. SUMMERS HYUNDAI,Non-Prog,CEA,July 2017,NL,CE,0.875,8
Non-Prog,IL036 K.C. SUMMERS HYUNDAI,Non-Prog,CEA,August 2017,NL,CE,1,14
Non-Prog,IL036 K.C. SUMMERS HYUNDAI,Non-Prog,CEA,September 2017,NL,CE,1,12
Non-Prog,IL036 K.C. SUMMERS HYUNDAI,Non-Prog,CEA,October 2017,NL,CE,1,3
Non-Prog,IL036 K.C. SUMMERS HYUNDAI,Non-Prog,CEA,November 2017,NL,CE,1,12
Non-Prog,IL036 K.C. SUMMERS HYUNDAI,Non-Prog,CEA,December 2017,NL,CE,0.866666667,15
Non-Prog,IL036 K.C. SUMMERS HYUNDAI,Non-Prog,CEA,January 2018,NL,CE,1,4
Non-Prog,IL047 EXTREME HYUNDAI,Non-Prog,CEA,January 2017,NL,CE,1,9
Non-Prog,IL050 BOB BRADY HYUNDAI,Non-Prog,CEA,January 2017,NL,CE,0.818181818,11
Non-Prog,IL050 BOB BRADY HYUNDAI,Non-Prog,CEA,February 2017,NL,CE,1,15
Non-Prog,IL050 BOB BRADY HYUNDAI,Non-Prog,CEA,March 2017,NL,CE,1,12
Non-Prog,IL050 BOB BRADY HYUNDAI,Non-Prog,CEA,April 2017,NL,CE,0.818181818,11
Non-Prog,IL050 BOB BRADY HYUNDAI,Non-Prog,CEA,May 2017,NL,CE,1,6
Non-Prog,IL050 BOB BRADY HYUNDAI,Non-Prog,CEA,June 2017,NL,CE,1,18
Non-Prog,IL050 BOB BRADY HYUNDAI,Non-Prog,CEA,July 2017,NL,CE,0.818181818,11
Non-Prog,IL050 BOB BRADY HYUNDAI,Non-Prog,CEA,August 2017,NL,CE,0.8,20
Non-Prog,IL050 BOB BRADY HYUNDAI,Non-Prog,CEA,September 2017,NL,CE,0.714285714,7
Non-Prog,IL050 BOB BRADY HYUNDAI,Non-Prog,CEA,October 2017,NL,CE,1,1
Non-Prog,IL050 BOB BRADY HYUNDAI,Non-Prog,CEA,November 2017,NL,CE,0.75,4
Non-Prog,IL050 BOB BRADY HYUNDAI,Non-Prog,CEA,December 2017,NL,CE,0.928571429,14
Non-Prog,IL083 GREEN FAMILY HYUNDAI,Non-Prog,CEA,January 2017,NL,CE,0.9375,32
Non-Prog,IL083 GREEN FAMILY HYUNDAI,Non-Prog,CEA,February 2017,NL,CE,0.948717949,39
Non-Prog,IL083 GREEN FAMILY HYUNDAI,Non-Prog,CEA,March 2017,NL,CE,0.872340426,47
Non-Prog,IL083 GREEN FAMILY HYUNDAI,Non-Prog,CEA,April 2017,NL,CE,0.955555556,45
Non-Prog,IL083 GREEN FAMILY HYUNDAI,Non-Prog,CEA,May 2017,NL,CE,0.947368421,38
Non-Prog,IL083 GREEN FAMILY HYUNDAI,Non-Prog,CEA,June 2017,NL,CE,0.919354839,62
Non-Prog,IL083 GREEN FAMILY HYUNDAI,Non-Prog,CEA,July 2017,NL,CE,0.932203390,59
Non-Prog,IL083 GREEN FAMILY HYUNDAI,Non-Prog,CEA,August 2017,NL,CE,1,81
Non-Prog,IL083 GREEN FAMILY HYUNDAI,Non-Prog,CEA,September 2017,NL,CE,1,52
Non-Prog,IL083 GREEN FAMILY HYUNDAI,Non-Prog,CEA,October 2017,NL,CE,1,8
Non-Prog,IL083 GREEN FAMILY HYUNDAI,Non-Prog,CEA,November 2017,NL,CE,1,49
Non-Prog,IL083 GREEN FAMILY HYUNDAI,Non-Prog,CEA,December 2017,NL,CE,0.961538462,52
Non-Prog,IL083 GREEN FAMILY HYUNDAI,Non-Prog,CEA,January 2018,NL,CE,1,5
